,expected_goals_(xg)_diff,total_shots_diff,big_chances_diff,big_chances_missed_diff,accurate_passes_diff,accurate_passes_percentage_diff,fouls_committed_diff,offsides_diff,corners_diff,shots_off_target_diff,shots_on_target_diff,blocked_shots_diff,hit_woodwork_diff,shots_inside_box_diff,shots_outside_box_diff,xg_open_play_diff,xg_set_play_diff,xg_on_target_(xgot)_diff,passes_diff,own_half_diff,opposition_half_diff,accurate_long_balls_diff,accurate_long_balls_percentage_diff,accurate_crosses_diff,accurate_crosses_percentage_diff,throws_diff,yellow_cards_diff,red_cards_diff,tackles_won_diff,tackles_won_percentage_diff,interceptions_diff,blocks_diff,clearances_diff,keeper_saves_diff,duels_won_diff,ground_duels_won_diff,ground_duels_won_percentage_diff,aerial_duels_won_diff,aerial_duels_won_percentage_diff,successful_dribbles_diff,successful_dribbles_percentage_diff,score_diff,posession_diff,odds_sum,xg_penalty_diff,odds_predict,std_0,std_1,std_2,med_0,med_1,med_2,cv_odds,target
0,0.89,7.0,1.0,0.0,77.0,0.05999999999999994,-3.0,1.0,1.0,4.0,0.0,3.0,0.0,7.0,0.0,0.97,-0.08,0.28,77.0,43.0,34.0,8.0,0.13000000000000006,3.0,0.23,2.0,-2.0,0.0,-3.0,0.26,2.0,-3.0,-1.0,0.0,-2.0,-1.0,-0.030000000000000027,-1.0,-0.10000000000000003,4.0,-0.31,0.0,20.0,1.0917260143301573,,0,0.05701180960880168,0.03907754496069541,0.16659862556700877,2.3,2.3875,4.2,0.3620587554511452,0
1,-1.21,-5.0,-1.0,0.0,-54.0,-0.08999999999999997,9.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,-4.0,-1.0,-0.9600000000000001,-0.26,-1.28,-49.0,5.0,-59.0,-7.0,-0.15000000000000002,-1.0,0.0,-3.0,2.0,0.0,5.0,0.39999999999999997,0.0,2.0,9.0,0.0,-3.0,-5.0,-0.15999999999999998,2.0,0.06,-2.0,-0.10999999999999999,-1.0,-16.0,1.0874493927125506,,2,0.1910206504252588,0.8634593969478327,0.016509951037030617,4.75,13.0,1.25,0.9525625156704352,2
2,-0.74,-3.0,-1.0,0.0,-140.0,-0.10999999999999999,-3.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-1.0,-2.0,-0.06,-0.67,-1.25,-141.0,-31.0,-109.0,-7.0,-0.3,-1.0,-0.010000000000000009,-5.0,-2.0,0.0,-2.0,0.43000000000000005,4.0,1.0,5.0,-1.0,-15.0,-8.0,-0.39999999999999997,-7.0,-0.6399999999999999,-4.0,-0.8,-2.0,-26.0,1.0440476190476191,,2,2.6168006094012743,18.683691616219004,0.004380545428550406,20.0,56.0,1.024390243902439,1.0875910835701899,2
3,0.37,4.0,1.0,1.0,56.0,0.039999999999999925,-1.0,-1.0,-1.0,3.0,2.0,-1.0,1.0,2.0,2.0,0.37,,0.9700000000000001,56.0,-14.0,70.0,-4.0,-0.010000000000000009,4.0,0.4,-2.0,-2.0,0.0,-3.0,-0.17000000000000004,-4.0,1.0,-6.0,-3.0,-5.0,1.0,0.020000000000000018,-6.0,-0.35999999999999993,3.0,0.039999999999999925,-1.0,12.0,1.0645604395604396,,2,0.0665252462459656,0.22732333861046544,0.016280856189938072,3.5,6.5,1.6,0.6389204815064752,1
4,-0.95,1.0,-2.0,0.0,-21.0,-0.019999999999999907,0.0,1.0,2.0,2.0,-1.0,0.0,0.0,0.0,1.0,-0.04000000000000001,-0.13,-1.99,-19.0,-59.0,38.0,-1.0,0.20000000000000007,0.0,-0.040000000000000036,5.0,0.0,0.0,-4.0,-0.28,4.0,0.0,-4.0,0.0,-5.0,-6.0,-0.26,1.0,0.050000000000000044,0.0,-0.25,-1.0,-4.0,1.0924841358505328,-0.78,2,0.1213435424977028,0.1431190566271621,0.041333994880020486,3.126923076923077,4.5,1.8166666666666669,0.4262539745044716,2
5,-0.33,-3.0,1.0,0.0,-104.0,-0.15000000000000002,-1.0,3.0,-3.0,0.0,0.0,-3.0,0.0,1.0,-4.0,0.31,-0.64,0.71,-97.0,-51.0,-53.0,3.0,-0.09000000000000002,2.0,0.29,-1.0,0.0,0.0,2.0,-0.06,-1.0,3.0,6.0,1.0,7.0,3.0,0.10000000000000003,4.0,0.25,-1.0,0.10999999999999999,1.0,-22.0,1.0866489832007074,,1,0.10152727225424762,0.02180931899023088,0.46501858452175576,3.9,1.4444444444444444,7.25,0.694172465004691,1
6,-0.32,4.0,-1.0,-1.0,39.0,0.030000000000000027,5.0,1.0,0.0,2.0,-1.0,3.0,0.0,1.0,3.0,-0.32,,-0.74,36.0,-35.0,74.0,-16.0,-0.17000000000000004,0.0,-0.04000000000000001,3.0,0.0,0.0,4.0,0.0,5.0,-3.0,7.0,1.0,2.0,4.0,0.18,-2.0,-0.34,3.0,0.63,0.0,6.0,1.079192437857393,,1,0.08818194834937806,0.03898796902116171,0.24260672845442283,2.5,2.05,5.225,0.5272575616953115,1
7,-0.040000000000000036,-7.0,0.0,0.0,-76.0,-0.15999999999999992,1.0,2.0,-2.0,-3.0,-2.0,-2.0,0.0,-7.0,0.0,-0.63,-0.19,0.3599999999999999,-65.0,-8.0,-68.0,-4.0,-0.27,-1.0,0.06,-11.0,0.0,0.0,1.0,0.040000000000000036,-1.0,3.0,5.0,1.0,4.0,2.0,0.06000000000000005,2.0,0.15999999999999998,3.0,0.04999999999999999,-1.0,-20.0,1.085164835164835,0.78,2,0.08902474722969704,0.23957871187497745,0.009114088308786017,4.0,7.0,1.4444444444444444,0.6703567623105702,2
8,-1.56,-10.0,-2.0,-2.0,-102.0,-0.15999999999999992,3.0,2.0,-6.0,-3.0,-2.0,-5.0,0.0,-9.0,-1.0,-0.95,-0.6,0.6900000000000002,-96.0,-23.0,-79.0,-2.0,-0.09999999999999998,-1.0,0.23,-1.0,1.0,0.0,1.0,0.030000000000000027,3.0,6.0,11.0,1.0,4.0,1.0,0.010000000000000009,3.0,0.12000000000000005,3.0,0.22000000000000003,0.0,-26.0,1.0805860805860807,,2,0.0783762060889142,0.3588390058212254,0.02301532862253022,3.25,6.5,1.6153846153846154,0.6563159293266014,1
9,0.15,3.0,0.0,0.0,104.0,0.06999999999999995,-4.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.15,,0.12,105.0,58.0,46.0,6.0,0.11000000000000004,-1.0,-0.30000000000000004,1.0,0.0,0.0,3.0,0.31000000000000005,-7.0,-1.0,-10.0,-2.0,4.0,4.0,0.12000000000000005,0.0,0.0,-1.0,0.17000000000000004,0.0,20.0,1.0654970760233917,,1,0.04016617730514024,0.0291161615782695,0.12154315350871854,2.375,2.25,5.0,0.4840167572359538,2
10,-0.8800000000000001,-4.0,1.0,1.0,-100.0,-0.09999999999999998,-3.0,1.0,-4.0,1.0,-1.0,-4.0,0.0,-2.0,-2.0,-0.8200000000000001,-0.06,-0.14,-104.0,-62.0,-38.0,3.0,0.04999999999999993,-1.0,0.15000000000000002,-5.0,1.0,0.0,-1.0,0.06999999999999995,2.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000006,1.0,-30.0,1.0719311881444635,,1,0.0906512679229202,0.023506686431158046,0.2609889545076573,3.5,1.5316666666666667,7.5,0.7280564420611282,0
11,1.1,4.0,2.0,0.0,-96.0,-0.06000000000000005,3.0,0.0,-1.0,-1.0,5.0,0.0,0.0,5.0,-1.0,0.30000000000000004,0.01,2.11,-97.0,-35.0,-61.0,4.0,0.26999999999999996,-2.0,-0.009999999999999981,3.0,-1.0,0.0,1.0,-0.15999999999999992,-3.0,0.0,1.0,-3.0,6.0,7.0,0.19999999999999996,-1.0,-0.19999999999999996,6.0,0.18999999999999995,2.0,-22.0,1.0536942732064682,0.79,1,0.8483650059915269,0.006070026566941097,5.0464966093005215,13.0,1.05,41.0,1.1174552693102267,1
12,-0.7,-2.0,-1.0,0.0,-39.0,-0.039999999999999925,-4.0,0.0,-1.0,0.0,-4.0,2.0,0.0,-3.0,1.0,-0.6799999999999999,-0.009999999999999981,-1.46,-34.0,24.0,-63.0,5.0,-0.010000000000000009,-3.0,-0.27,10.0,0.0,0.0,-1.0,0.36,-5.0,-2.0,1.0,1.0,1.0,-1.0,-0.040000000000000036,2.0,0.15999999999999998,0.0,0.11000000000000004,-3.0,-8.0,1.0384615384615385,,2,6.100724265617726,20.83785177224357,0.004876335444786,26.0,81.0,1.0125,1.1365745418398847,2
13,0.31999999999999995,5.0,0.0,0.0,-40.0,-0.050000000000000044,-2.0,3.0,0.0,4.0,2.0,-1.0,1.0,2.0,3.0,0.07,0.25,1.15,-34.0,-39.0,-1.0,-1.0,0.0,1.0,0.14,-2.0,2.0,-1.0,2.0,0.4,4.0,2.0,-3.0,-2.0,7.0,2.0,0.06000000000000005,5.0,0.45999999999999996,0.0,0.0,1.0,-6.0,1.062535179633543,,1,0.3793268892247014,0.007698234102453803,1.9436506316151,6.625,1.1519230769230768,23.0,1.1081352121737187,1
14,-0.78,-7.0,-3.0,-3.0,56.0,0.0,0.0,0.0,-2.0,-2.0,-3.0,-2.0,0.0,-5.0,-2.0,-0.97,0.19,-1.21,69.0,49.0,7.0,-2.0,-0.08999999999999997,-4.0,-0.21,-2.0,0.0,0.0,1.0,-0.14999999999999997,-3.0,1.0,2.0,4.0,-1.0,3.0,0.08000000000000002,-4.0,-0.34,-3.0,-0.16,0.0,16.0,1.070317782285328,,0,0.08224783208299746,0.05572733918087183,0.08644141621755518,2.55,3.0,2.9,0.08389021821750196,0
15,-0.39,-6.0,-1.0,-1.0,-21.0,-0.039999999999999925,-5.0,2.0,-6.0,-3.0,-2.0,-1.0,0.0,-4.0,-2.0,-0.29000000000000004,-0.09000000000000001,-0.34,-15.0,21.0,-42.0,8.0,0.14,-4.0,-0.31,2.0,-1.0,0.0,-3.0,-0.45999999999999996,7.0,2.0,-3.0,2.0,1.0,-1.0,-0.020000000000000018,2.0,0.34,-5.0,-0.31,0.0,-6.0,1.0820977224757484,,0,0.04354578140363611,0.08336291388209673,0.06520525928377474,2.4772727272727275,3.1125,2.8,0.11357662530407983,2
16,0.54,1.0,1.0,1.0,9.0,0.040000000000000036,5.0,0.0,-2.0,2.0,1.0,-2.0,0.0,3.0,-2.0,0.6,-0.06000000000000001,0.8,4.0,-14.0,23.0,-3.0,-0.050000000000000044,0.0,-0.05000000000000002,-4.0,-1.0,0.0,3.0,0.13999999999999996,5.0,2.0,0.0,0.0,2.0,-1.0,-0.040000000000000036,3.0,0.18,0.0,0.0,1.0,2.0,1.0677950442543285,,1,0.16907975326147986,0.018170270503179934,0.959439779953919,4.6,1.2928571428571427,13.0,0.9583579586726441,1
17,-0.25999999999999995,-4.0,0.0,-1.0,16.0,-0.020000000000000018,2.0,-1.0,0.0,0.0,-1.0,-3.0,0.0,-3.0,-1.0,-0.49000000000000005,0.23,0.42999999999999994,26.0,-8.0,24.0,-10.0,-0.26999999999999996,-3.0,-0.33,-6.0,1.0,0.0,6.0,0.5,6.0,4.0,-11.0,0.0,2.0,2.0,0.10999999999999999,0.0,0.0,0.0,0.11000000000000004,0.0,8.0,1.0821157588108643,,0,0.04559925943242905,0.03659625273557006,0.09258200997725509,2.55,2.6,3.275,0.14418433962322066,2
18,0.39,-5.0,0.0,-1.0,-136.0,-0.15999999999999992,0.0,0.0,-3.0,0.0,-4.0,-1.0,0.0,-3.0,-2.0,-0.36,-0.04,0.24,-142.0,-67.0,-69.0,-17.0,-0.22999999999999998,-2.0,-0.18,-8.0,-1.0,0.0,-2.0,0.29000000000000004,8.0,1.0,10.0,4.0,-3.0,-1.0,-0.040000000000000036,-2.0,-0.25,3.0,-0.17000000000000004,0.0,-36.0,1.0913591359135912,0.79,2,0.05330736238967482,0.22863574863864913,0.03898844353978316,2.8,5.775,1.7823529411764705,0.6009491312251553,2
19,0.73,2.0,2.0,1.0,6.0,0.06000000000000005,3.0,2.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.89,-0.16,0.6900000000000001,-8.0,-31.0,37.0,8.0,0.31000000000000005,1.0,-0.87,6.0,-2.0,0.0,-4.0,-0.4,0.0,-1.0,-11.0,-2.0,-9.0,-11.0,-0.32,2.0,0.13999999999999996,0.0,-0.6,0.0,2.0,1.088839615668884,,0,0.07032102858693362,0.07049209744694174,0.07502891058924702,2.5,2.75,3.075,0.10389696031234956,2
20,-0.35,3.0,-1.0,-1.0,-120.0,-0.12,-3.0,1.0,1.0,2.0,0.0,1.0,0.0,-2.0,5.0,-0.45,0.09,-0.19000000000000006,-121.0,-107.0,-13.0,2.0,0.0,-1.0,-0.17,0.0,1.0,0.0,1.0,-0.07999999999999996,-1.0,-1.0,-3.0,-1.0,5.0,8.0,0.28,-3.0,-0.28,2.0,0.67,0.0,-26.0,1.0863241848463523,,0,0.059521010909765644,0.07136869274905591,0.0764583542123881,2.45,2.9,3.0,0.10525985527692779,0
21,0.03,-1.0,2.0,1.0,-202.0,-0.18000000000000005,-1.0,0.0,-1.0,0.0,3.0,-4.0,0.0,1.0,-2.0,0.09,-0.06,1.21,-202.0,-50.0,-152.0,-9.0,-0.41,-3.0,-0.10999999999999999,-1.0,0.0,0.0,3.0,0.25000000000000006,-3.0,4.0,10.0,-2.0,-3.0,-5.0,-0.12000000000000005,2.0,0.12000000000000005,-7.0,-0.15999999999999998,1.0,-40.0,1.0759358288770056,,1,0.100832708891236,0.02834530688773756,0.21738817292698298,3.4,1.6666666666666665,5.5,0.5449931963008077,0
22,0.13,4.0,0.0,0.0,92.0,0.04999999999999993,-2.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.10999999999999999,0.02,-0.39,97.0,-33.0,125.0,5.0,0.06,-1.0,-0.42,5.0,0.0,0.0,2.0,0.0,-6.0,-3.0,-12.0,-1.0,4.0,5.0,0.21999999999999997,-1.0,-0.06000000000000005,-1.0,-0.23,-1.0,18.0,1.066069906223359,,2,0.20175462166157257,1.0718157151934469,0.01792283335141119,5.75,17.0,1.2,1.0187870050287273,2
23,-0.24,1.0,-1.0,-1.0,-33.0,0.0,-5.0,3.0,-3.0,2.0,-2.0,1.0,0.0,0.0,1.0,-0.16999999999999998,-0.07,-0.14,-38.0,-4.0,-29.0,6.0,0.04999999999999993,-1.0,-0.2,1.0,-1.0,0.0,1.0,-0.19999999999999996,-5.0,-1.0,1.0,2.0,3.0,6.0,0.18,-3.0,-0.34,-2.0,0.0,0.0,-10.0,1.0687830687830688,,2,0.030689220499185682,0.28021064494441716,0.029717040449459244,2.25,6.75,2.1,0.7141735276607466,0
24,-1.0099999999999998,-3.0,-3.0,-1.0,-23.0,-0.10999999999999999,2.0,-2.0,-4.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,-0.69,-0.31,-1.05,-1.0,2.0,-25.0,11.0,0.12,-2.0,-0.18,-6.0,1.0,0.0,1.0,0.0,-7.0,1.0,7.0,0.0,4.0,1.0,0.020000000000000018,3.0,0.19999999999999996,1.0,-0.15999999999999992,-1.0,-2.0,1.0773809523809523,,2,0.1673441128484484,0.23463887500167116,0.017406493932257395,4.2,8.0,1.4,0.7307210734591084,2
25,-0.53,-6.0,0.0,0.0,167.0,0.040000000000000036,-3.0,0.0,-2.0,-4.0,0.0,-2.0,0.0,-5.0,-1.0,-0.3,-0.24,0.09000000000000001,175.0,32.0,135.0,16.0,0.18000000000000005,-1.0,-0.17,-5.0,0.0,0.0,0.0,0.0,-4.0,2.0,1.0,-1.0,0.0,-1.0,-0.040000000000000036,1.0,0.34,-3.0,,0.0,26.0,1.0877616747181964,,1,0.08867160944173534,0.027241291956483227,0.24639374290596303,2.7,2.0,4.6,0.43398787248624865,2
26,0.01999999999999999,1.0,0.0,0.0,7.0,0.05999999999999994,3.0,2.0,0.0,3.0,-1.0,-1.0,0.0,-2.0,3.0,0.07,-0.05,-0.13,-5.0,-16.0,23.0,1.0,0.04999999999999999,0.0,0.07,-4.0,-2.0,0.0,0.0,0.10000000000000009,-2.0,1.0,3.0,1.0,-1.0,-2.0,-0.040000000000000036,1.0,0.08000000000000002,1.0,0.0,0.0,-2.0,1.0848964988499872,,2,0.08562365734940304,0.1523957063146957,0.05326302071241283,2.5,4.55,2.15,0.42276181471944363,2
27,-0.45999999999999985,-4.0,0.0,-1.0,-40.0,-0.010000000000000009,7.0,-1.0,4.0,-2.0,0.0,-2.0,0.0,-6.0,2.0,-0.43000000000000005,-0.03,0.7999999999999999,-46.0,-52.0,12.0,-5.0,-0.17000000000000004,1.0,-0.13,4.0,0.0,0.0,-9.0,-0.34,1.0,2.0,-9.0,2.0,-24.0,-18.0,-0.44999999999999996,-6.0,-0.6000000000000001,1.0,-0.2,2.0,-8.0,1.057559681697613,,1,0.5750466679845304,0.009545546930056657,4.271920818463795,10.0,1.0833333333333333,29.0,1.0671722410553253,1
28,0.12,2.0,1.0,1.0,79.0,0.10999999999999999,-1.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,-0.07,0.18000000000000002,0.74,66.0,59.0,20.0,-2.0,0.05999999999999994,2.0,-0.64,-3.0,-1.0,0.0,-5.0,-0.019999999999999907,5.0,-1.0,-2.0,0.0,-1.0,-4.0,-0.12000000000000005,3.0,0.42,2.0,0.03999999999999998,1.0,16.0,1.0986425339366517,,1,0.34170587198531666,0.024886873694024446,1.6581448804143877,4.25,1.3,10.625,0.8839898463181625,1
29,-1.01,-4.0,-3.0,-1.0,102.0,0.029999999999999916,1.0,0.0,1.0,0.0,-4.0,0.0,1.0,0.0,-4.0,-1.0899999999999999,0.07999999999999999,-1.77,114.0,22.0,80.0,5.0,0.19000000000000006,2.0,0.35,-2.0,1.0,0.0,3.0,-0.17000000000000004,-2.0,1.0,-1.0,2.0,11.0,4.0,0.11000000000000004,7.0,0.43999999999999995,0.0,-0.26,-2.0,22.0,1.0614973262032086,,2,0.6617173282340482,3.6455371110993187,0.007761944472673453,11.0,34.0,1.0625,1.100348496953699,2
30,-0.26,-1.0,-1.0,-1.0,25.0,-0.030000000000000027,-2.0,-1.0,0.0,-1.0,2.0,-2.0,0.0,0.0,-1.0,-0.2,-0.06,0.05,37.0,8.0,17.0,4.0,-0.06,1.0,0.14,-5.0,-1.0,0.0,0.0,-0.13999999999999996,-3.0,3.0,-2.0,-2.0,0.0,4.0,0.10000000000000003,-4.0,-0.39999999999999997,-1.0,0.13,0.0,8.0,1.0753968253968254,,0,0.06960828733936453,0.12051224849248086,0.03610811770305863,2.4,3.6,2.625,0.2218669708204013,0
31,0.12999999999999998,-1.0,0.0,0.0,-83.0,-0.07000000000000006,1.0,1.0,-2.0,-3.0,1.0,1.0,0.0,2.0,-3.0,0.12999999999999998,,0.58,-91.0,-86.0,3.0,3.0,0.17000000000000004,-2.0,-0.23,-7.0,0.0,0.0,3.0,-0.09999999999999998,0.0,-1.0,-3.0,-1.0,9.0,8.0,0.26,1.0,0.08000000000000002,1.0,0.17000000000000004,0.0,-26.0,1.0705564276992847,,0,0.049512862426912586,0.0649152441239159,0.10272995809051558,2.45,2.6,3.6,0.21682080154348032,0
32,0.49,3.0,1.0,1.0,163.0,0.10999999999999999,-1.0,1.0,0.0,3.0,-2.0,2.0,2.0,3.0,0.0,0.56,-0.07,-0.44,156.0,135.0,28.0,2.0,0.27,2.0,0.32999999999999996,1.0,0.0,0.0,-1.0,0.28,-6.0,-2.0,0.0,1.0,-5.0,-5.0,-0.12000000000000005,0.0,0.0,2.0,-0.16999999999999998,-1.0,30.0,1.0646367521367521,,1,0.05713237763426963,0.04127470300357386,0.12606965014767607,3.2,2.25,3.25,0.19430047706180426,0
33,0.07,-3.0,0.0,0.0,13.0,-0.010000000000000009,-1.0,1.0,0.0,0.0,0.0,-3.0,0.0,1.0,-4.0,0.07,0.0,0.3,19.0,49.0,-36.0,3.0,-0.06999999999999995,1.0,0.23,8.0,1.0,0.0,-3.0,0.029999999999999916,-7.0,3.0,4.0,-1.0,-5.0,-5.0,-0.12000000000000005,0.0,0.0,-1.0,-0.09,0.0,4.0,1.0785043416622364,,1,0.06334949009058273,0.022311220311085355,0.25317923096433037,2.7,1.9,5.5,0.5614830447032803,2
34,0.020000000000000018,1.0,1.0,1.0,-203.0,-0.17000000000000004,3.0,-1.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.24,0.25,0.030000000000000027,-197.0,-92.0,-111.0,-3.0,-0.16999999999999998,-1.0,0.030000000000000027,-2.0,0.0,0.0,2.0,-0.5,-1.0,0.0,8.0,-1.0,5.0,3.0,0.08000000000000002,2.0,0.34,-3.0,-0.25,0.0,-42.0,1.0759200231816866,,2,0.06352125816022418,0.26723162683760227,0.030416309316986252,2.9,7.0,1.7,0.7187298050722314,2
35,1.0,4.0,1.0,0.0,18.0,0.04999999999999993,-2.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.19,0.020000000000000004,0.76,13.0,17.0,1.0,-3.0,0.07000000000000006,-1.0,-0.17,5.0,1.0,0.0,5.0,0.19999999999999996,2.0,0.0,1.0,1.0,14.0,10.0,0.34,4.0,0.34,2.0,0.55,1.0,4.0,1.08918796559246,0.79,1,0.1916213714594485,0.02219652000035089,0.9753916592266355,4.45,1.3,10.5,0.8631797552890292,1
36,-1.1700000000000002,0.0,-2.0,0.0,59.0,0.04999999999999993,2.0,2.0,1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-0.47000000000000003,0.1,-1.3800000000000001,59.0,36.0,23.0,-2.0,0.09000000000000002,1.0,0.07999999999999999,7.0,2.0,0.0,2.0,-0.13,-6.0,1.0,-1.0,-3.0,5.0,6.0,0.12000000000000005,-1.0,-0.10000000000000003,2.0,0.4,-2.0,12.0,1.0696465696465698,-0.79,2,0.5650981662507851,2.8695600708122493,0.013615208018176568,9.25,26.0,1.0833333333333333,1.0488173748083394,2
37,-1.0299999999999998,-2.0,-3.0,-2.0,-133.0,-0.14,6.0,0.0,-2.0,-2.0,-2.0,2.0,0.0,-2.0,0.0,-0.24000000000000002,,-1.64,-128.0,-23.0,-110.0,0.0,0.0,-3.0,-0.27,3.0,0.0,0.0,0.0,-0.19999999999999996,4.0,-2.0,-2.0,2.0,-6.0,-10.0,-0.26,4.0,0.24,-8.0,-0.5199999999999999,-1.0,-30.0,1.0604395604395604,-0.79,2,0.29361699116365864,1.9990231989649345,0.011866606270292197,6.0,21.0,1.1818181818181819,1.1002648437202487,2
38,-0.39999999999999997,-1.0,-1.0,-1.0,36.0,0.039999999999999925,3.0,1.0,3.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.48999999999999994,0.1,-0.35,31.0,13.0,23.0,9.0,0.25999999999999995,1.0,-0.06,5.0,0.0,0.0,0.0,-0.25,0.0,-1.0,-3.0,0.0,1.0,-4.0,-0.12000000000000005,5.0,0.42,-1.0,-0.16,-1.0,6.0,1.065247041224867,,2,0.09354414394471454,0.34089725358236606,0.020164130736247458,3.4,7.0,1.5916666666666668,0.6887743613980092,2
39,-0.35000000000000003,2.0,-2.0,-2.0,147.0,0.15000000000000002,-5.0,-3.0,1.0,0.0,-2.0,4.0,0.0,1.0,1.0,0.020000000000000018,-0.38,-0.5700000000000001,147.0,59.0,88.0,23.0,0.36,1.0,-0.14,0.0,0.0,0.0,-2.0,0.7,5.0,-4.0,-9.0,2.0,-2.0,-3.0,-0.10000000000000003,1.0,0.12,2.0,0.0,0.0,36.0,1.0730769230769233,,0,0.04783687511484198,0.10415720178606344,0.05868587389523687,2.4,3.9,2.5,0.28590330966838917,2
40,-0.2600000000000001,2.0,-1.0,0.0,-48.0,-0.029999999999999916,-2.0,4.0,1.0,-1.0,1.0,2.0,0.0,1.0,1.0,0.2,0.33,-0.94,-49.0,-72.0,24.0,-13.0,-0.27,0.0,-0.14999999999999997,4.0,0.0,0.0,9.0,0.35,9.0,-2.0,-4.0,-1.0,16.0,13.0,0.37999999999999995,3.0,0.28,2.0,0.47000000000000003,0.0,-10.0,1.079059829059829,-0.79,1,0.06694003927494735,0.04705882352941165,0.14685427448655636,2.6,2.25,4.0,0.31390269792291753,0
41,0.6799999999999999,-2.0,1.0,1.0,-95.0,-0.10999999999999999,1.0,0.0,1.0,-1.0,1.0,-2.0,0.0,0.0,-2.0,-0.11000000000000001,,1.17,-98.0,-71.0,-24.0,5.0,0.12,0.0,-0.07,0.0,-2.0,0.0,-1.0,-0.13,-1.0,2.0,2.0,-1.0,-4.0,-5.0,-0.13999999999999996,1.0,0.13999999999999996,-3.0,-0.09000000000000008,0.0,-24.0,1.080952380952381,0.79,2,0.032352941176470584,0.22304863263596938,0.021925489599415187,2.8,5.0,1.9090909090909092,0.49159711016480107,0
42,-0.019999999999999962,5.0,0.0,0.0,38.0,0.030000000000000027,2.0,1.0,-3.0,1.0,2.0,2.0,0.0,3.0,2.0,0.31,-0.32,0.09,35.0,4.0,34.0,4.0,0.12,1.0,0.32,-1.0,0.0,0.0,1.0,-0.21000000000000008,-2.0,-2.0,17.0,-2.0,6.0,4.0,0.10000000000000003,2.0,0.19999999999999996,1.0,0.22999999999999998,0.0,6.0,1.0763673890608876,,0,0.06349884280278947,0.06346396230704773,0.18891828705800012,2.375,2.55,3.8,0.2672140614792954,0
43,-0.06,1.0,0.0,0.0,-55.0,-0.05999999999999994,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.14,0.08,0.09,-52.0,-5.0,-50.0,-8.0,-0.04999999999999999,0.0,0.07999999999999999,-3.0,0.0,0.0,5.0,0.5,-2.0,0.0,1.0,-1.0,6.0,3.0,0.08000000000000002,3.0,0.34,4.0,0.42,0.0,-12.0,1.0748462064251538,,0,0.039234274683129323,0.09723372061616019,0.06261350178343576,2.2,3.8,2.8,0.27555353756777584,1
44,0.19000000000000006,2.0,0.0,0.0,-128.0,-0.19000000000000006,7.0,-2.0,2.0,-1.0,1.0,2.0,0.0,-3.0,5.0,0.09999999999999998,0.09,0.17000000000000015,-126.0,-76.0,-52.0,-3.0,-0.29999999999999993,-1.0,-0.25,-2.0,0.0,0.0,4.0,0.19999999999999996,0.0,-2.0,-4.0,0.0,3.0,-1.0,-0.050000000000000044,4.0,0.20999999999999996,2.0,0.16999999999999998,1.0,-30.0,1.0656565656565657,,1,0.05783355072094845,0.0423614969893898,0.09673833313077984,3.0,2.2,3.6,0.23944667620119858,1
45,0.58,1.0,1.0,0.0,-90.0,-0.040000000000000036,3.0,1.0,-1.0,0.0,3.0,-2.0,0.0,1.0,0.0,0.64,-0.06,0.86,-89.0,-36.0,-54.0,7.0,-0.07000000000000006,-3.0,-0.33,-2.0,-2.0,0.0,-1.0,-0.26999999999999996,0.0,2.0,3.0,-1.0,-1.0,-2.0,-0.050000000000000044,1.0,0.19999999999999996,0.0,0.16999999999999998,2.0,-18.0,1.040539530777826,,1,2.073060021965423,0.006174385847818271,19.661093401690557,21.0,1.0225,67.0,1.1401582357856113,1
46,-0.29,-1.0,-1.0,-1.0,-138.0,-0.15000000000000002,5.0,0.0,-2.0,0.0,-1.0,0.0,0.0,2.0,-3.0,-0.09000000000000002,-0.19,-0.05,-133.0,-73.0,-65.0,1.0,-0.019999999999999962,1.0,0.37000000000000005,6.0,0.0,0.0,0.0,-0.09999999999999998,-4.0,1.0,4.0,0.0,-8.0,-11.0,-0.28,3.0,0.42,-9.0,-0.56,0.0,-28.0,1.0836018617973506,,2,0.07951386852596774,0.23905739373631596,0.04556904745479654,2.45,5.699999999999999,2.0,0.5967101439957989,2
