,Expected goals (xG),Total shots,Big chances,Big chances missed,Accurate passes,Accurate passes percentage,Fouls committed,Offsides,Corners,Shots off target,Shots on target,Blocked shots,Hit woodwork,Shots inside box,Shots outside box,xG open play,xG set play,xG on target (xGOT),Passes,Own half,Opposition half,Accurate long balls,Accurate long balls percentage,Accurate crosses,Accurate crosses percentage,Throws,Yellow cards,Red cards,Tackles won,Tackles won percentage,Interceptions,Blocks,Clearances,Keeper saves,Duels won,Ground duels won,Ground duels won percentage,Aerial duels won,Aerial duels won percentage,Successful dribbles,Successful dribbles percentage,score,posession,0,1,2,final_score,odds_predict
116,-1.22,-4.0,-1.0,0.0,-39.0,-0.05999999999999994,0.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,-3.0,-1.0,-0.33999999999999997,-0.09,-1.02,-36.0,-45.0,6.0,9.0,0.15999999999999998,1.0,0.13,0.0,1.0,0.0,0.0,-0.30000000000000004,1.0,0.0,-6.0,1.0,3.0,1.0,0.040000000000000036,2.0,0.10000000000000003,-2.0,0.09999999999999998,-2.0,-10.0,6.45,15.0,1.1666666666666667,2,2
117,0.75,0.0,1.0,0.0,-117.0,-0.12,-3.0,1.0,-2.0,0.0,1.0,-1.0,0.0,3.0,-3.0,-0.11999999999999997,0.09,1.29,-123.0,-3.0,-114.0,0.0,0.020000000000000018,0.0,0.08000000000000002,-7.0,-1.0,0.0,-1.0,-0.019999999999999907,5.0,1.0,4.0,0.0,6.0,5.0,0.09000000000000002,1.0,0.06000000000000005,3.0,0.17999999999999994,1.0,-34.0,4.2,1.4,9.625,1,1
118,0.21000000000000002,3.0,0.0,0.0,193.0,0.08999999999999997,-2.0,1.0,8.0,1.0,0.0,2.0,0.0,2.0,1.0,0.08,0.13,,200.0,49.0,144.0,-8.0,-0.19000000000000006,1.0,0.07,-4.0,2.0,0.0,1.0,0.06000000000000005,-6.0,-2.0,-10.0,0.0,3.0,6.0,0.19999999999999996,-3.0,-0.24,3.0,-0.040000000000000036,0.0,40.0,2.625,1.8,7.0,1,1
119,1.24,5.0,1.0,1.0,-10.0,0.020000000000000018,0.0,2.0,5.0,3.0,1.0,1.0,0.0,7.0,-2.0,0.21999999999999997,1.02,0.57,-17.0,-15.0,5.0,3.0,0.14,6.0,0.14,-7.0,1.0,0.0,-3.0,-0.31999999999999995,2.0,-3.0,-15.0,0.0,1.0,-2.0,-0.050000000000000044,3.0,0.18999999999999995,-3.0,0.08000000000000002,0.0,0.0,2.6125,2.1,4.55,0,1
120,0.74,7.0,1.0,1.0,79.0,0.06000000000000005,6.0,2.0,5.0,1.0,3.0,3.0,1.0,4.0,3.0,0.55,0.19,0.43,72.0,57.0,22.0,-2.0,0.020000000000000018,2.0,0.08999999999999997,-3.0,0.0,0.0,-2.0,-0.07,-1.0,-3.0,-8.0,-2.0,-5.0,-7.0,-0.21999999999999997,2.0,0.12000000000000005,2.0,-0.07,1.0,14.0,7.0,1.1333333333333333,25.0,1,1
121,-0.040000000000000036,-2.0,2.0,1.0,60.0,0.08000000000000007,-3.0,0.0,-1.0,-2.0,2.0,-2.0,0.0,1.0,-3.0,-0.26999999999999996,0.23,0.22,56.0,53.0,7.0,5.0,0.16000000000000003,-3.0,-0.19999999999999998,1.0,0.0,0.0,-3.0,-0.30000000000000004,1.0,2.0,-1.0,-1.0,5.0,4.0,0.09000000000000002,1.0,0.08000000000000002,2.0,-0.010000000000000009,1.0,12.0,4.333333333333334,1.3333333333333333,11.0,1,1
122,-0.97,-7.0,-1.0,0.0,45.0,0.010000000000000009,-2.0,1.0,-5.0,-5.0,-2.0,0.0,0.0,-6.0,-1.0,-0.6799999999999999,-0.29,-1.3199999999999998,54.0,54.0,-9.0,1.0,0.03999999999999998,-7.0,-0.41,1.0,1.0,0.0,0.0,-0.24000000000000005,0.0,0.0,5.0,1.0,0.0,-1.0,-0.030000000000000027,1.0,0.06000000000000005,-8.0,-0.13999999999999996,-1.0,8.0,3.7,6.5,1.5333333333333332,2,2
123,0.37,6.0,1.0,1.0,28.0,0.06999999999999995,2.0,0.0,6.0,1.0,4.0,1.0,0.0,2.0,4.0,0.17,0.2,1.04,21.0,-12.0,40.0,-3.0,0.03999999999999998,2.0,0.14,11.0,0.0,0.0,-3.0,-0.22999999999999998,2.0,-1.0,-15.0,-3.0,-3.0,0.0,0.0,-3.0,-0.10000000000000003,4.0,0.6299999999999999,1.0,8.0,4.9,1.25,15.0,2,1
124,0.07,5.0,-2.0,-2.0,13.0,0.010000000000000009,-5.0,-1.0,-1.0,2.0,3.0,0.0,-1.0,1.0,4.0,-0.15,0.22,0.49,13.0,-17.0,30.0,17.0,0.31,1.0,-0.020000000000000018,7.0,0.0,0.0,6.0,0.06999999999999995,-4.0,0.0,-2.0,-3.0,18.0,13.0,0.47,5.0,0.25,1.0,0.46,0.0,4.0,2.375,2.25,4.75,1,1
125,1.1600000000000001,7.0,2.0,0.0,144.0,0.10999999999999999,2.0,0.0,-1.0,2.0,5.0,0.0,0.0,7.0,0.0,1.1900000000000002,-0.03,1.86,134.0,11.0,133.0,17.0,0.47000000000000003,4.0,0.2,2.0,1.0,0.0,0.0,-0.10999999999999999,0.0,0.0,-1.0,-3.0,3.0,0.0,,2.0,1.0,1.0,0.17,2.0,24.0,17.0,1.0303030303030303,51.0,1,1
126,-0.9200000000000002,-3.0,0.0,1.0,87.0,0.07999999999999996,6.0,2.0,-3.0,-3.0,0.0,0.0,0.0,-4.0,1.0,-0.49000000000000005,-0.42,-0.30999999999999994,89.0,67.0,20.0,5.0,0.10999999999999999,-1.0,-0.07999999999999999,3.0,0.0,0.0,-1.0,-0.42,3.0,0.0,-7.0,-1.0,-8.0,-5.0,-0.18,-3.0,-0.15999999999999998,-1.0,0.17000000000000004,-1.0,22.0,3.2,5.0,1.8,2,2
127,0.10000000000000003,0.0,1.0,0.0,-95.0,-0.17000000000000004,0.0,1.0,-1.0,1.0,1.0,-2.0,0.0,-2.0,2.0,0.08999999999999997,0.03,0.64,-101.0,-46.0,-49.0,3.0,0.030000000000000027,1.0,0.25,-4.0,2.0,0.0,2.0,-0.039999999999999925,0.0,2.0,2.0,-1.0,-1.0,5.0,0.15999999999999998,-6.0,-0.5,1.0,0.19999999999999996,0.0,-30.0,2.375,3.4,2.625,0,0
128,1.4100000000000001,2.0,3.0,2.0,-23.0,-0.040000000000000036,-1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5700000000000001,0.05,1.58,-13.0,-28.0,5.0,3.0,-0.06,1.0,0.16,0.0,2.0,0.0,1.0,0.15000000000000002,-4.0,-1.0,1.0,0.0,-1.0,-2.0,-0.10000000000000003,1.0,0.19999999999999996,-3.0,-0.47000000000000003,1.0,-2.0,3.9,1.4444444444444444,8.0,1,1
129,0.23,3.0,0.0,0.0,12.0,-0.020000000000000018,-3.0,-1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.16,0.07,0.09999999999999999,20.0,-6.0,18.0,7.0,0.13000000000000006,1.0,0.14,2.0,0.0,0.0,0.0,-0.08999999999999997,-4.0,-1.0,3.0,-1.0,10.0,7.0,0.15999999999999998,3.0,0.15000000000000008,4.0,0.17000000000000004,0.0,4.0,2.4,2.1,4.846153846153847,0,1
130,0.62,10.0,1.0,1.0,90.0,0.14,0.0,1.0,2.0,4.0,4.0,2.0,0.0,5.0,5.0,0.41000000000000003,0.2,0.42,78.0,24.0,66.0,7.0,0.43000000000000005,3.0,0.25,0.0,-1.0,-1.0,0.0,0.06999999999999995,0.0,-2.0,-2.0,-3.0,17.0,6.0,0.14000000000000007,11.0,0.5,6.0,0.18999999999999995,1.0,18.0,12.5,1.04,67.0,1,1
131,0.14,2.0,2.0,1.0,-73.0,-0.08999999999999997,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.06,0.09,0.85,-76.0,-51.0,-22.0,-1.0,-0.13,0.0,0.07,0.0,2.0,0.0,2.0,0.3,4.0,-1.0,6.0,-1.0,-4.0,-1.0,-0.040000000000000036,-3.0,-0.14000000000000007,1.0,0.03999999999999998,1.0,-18.0,3.25,1.6153846153846154,6.0,1,1
132,1.4700000000000002,11.0,3.0,3.0,165.0,0.24,-1.0,0.0,-1.0,5.0,3.0,3.0,1.0,6.0,5.0,0.65,0.030000000000000006,1.1400000000000001,166.0,80.0,85.0,11.0,0.33,1.0,0.03999999999999998,1.0,-1.0,0.0,2.0,0.5,-4.0,-4.0,-8.0,-2.0,6.0,2.0,0.06000000000000005,4.0,0.24000000000000005,3.0,0.0,0.0,42.0,2.375,2.3,4.5,0,1
133,0.07,-2.0,0.0,0.0,-55.0,-0.12,3.0,0.0,-8.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.15,-0.08,-0.3,-48.0,-14.0,-41.0,5.0,0.02999999999999997,-2.0,0.1,-11.0,0.0,0.0,1.0,-0.22999999999999998,5.0,0.0,9.0,2.0,3.0,0.0,-0.030000000000000027,3.0,0.19999999999999996,-2.0,-0.25,0.0,-16.0,2.25,4.75,2.375,0,0
134,0.75,3.0,1.0,0.0,40.0,0.06999999999999995,-9.0,-1.0,-4.0,3.0,1.0,-1.0,0.0,1.0,2.0,0.74,0.01,0.99,37.0,71.0,-31.0,5.0,0.16000000000000003,0.0,0.22000000000000003,-4.0,0.0,0.0,1.0,0.32999999999999996,4.0,1.0,11.0,0.0,13.0,4.0,0.15999999999999998,9.0,0.48,-5.0,-0.32999999999999996,1.0,8.0,3.3499999999999996,1.5714285714285714,7.5,1,1
135,0.8500000000000001,7.0,2.0,1.0,11.0,0.010000000000000009,-1.0,0.0,6.0,4.0,1.0,2.0,0.0,3.0,4.0,0.74,0.11,0.43,11.0,-34.0,45.0,2.0,0.19000000000000006,1.0,-0.11000000000000001,-5.0,-1.0,0.0,3.0,0.03999999999999998,0.0,-2.0,-7.0,-1.0,9.0,9.0,0.19999999999999996,0.0,0.0,2.0,0.25,0.0,4.0,3.5454545454545454,1.48,9.0,1,1
136,0.97,11.0,2.0,1.0,195.0,0.18000000000000005,-4.0,0.0,5.0,5.0,2.0,4.0,0.0,5.0,6.0,0.34,0.63,1.15,193.0,-6.0,201.0,3.0,0.20000000000000007,3.0,0.020000000000000018,0.0,-1.0,0.0,2.0,0.010000000000000009,-4.0,-4.0,-17.0,0.0,8.0,5.0,0.18,3.0,0.6000000000000001,-3.0,-0.75,2.0,46.0,51.0,1.0045,151.0,1,1
137,-0.16000000000000003,3.0,-1.0,-1.0,53.0,0.1100000000000001,0.0,0.0,2.0,2.0,-2.0,3.0,0.0,-2.0,5.0,-0.48000000000000004,0.32,-0.24,48.0,2.0,51.0,3.0,0.11000000000000004,0.0,-0.09000000000000001,-1.0,-2.0,0.0,0.0,0.06,-1.0,-2.0,-2.0,2.0,5.0,-2.0,-0.040000000000000036,7.0,0.54,-1.0,-0.09999999999999998,0.0,16.0,2.9,1.65,7.5,1,1
138,-0.9900000000000001,-7.0,-1.0,0.0,-63.0,-0.040000000000000036,-4.0,-1.0,2.0,-3.0,-3.0,-1.0,-1.0,-6.0,-1.0,-0.99,0.0,-1.14,-62.0,-38.0,-25.0,10.0,-0.06000000000000005,-1.0,-0.2,0.0,1.0,0.0,-1.0,-0.4,5.0,1.0,-4.0,2.0,2.0,1.0,0.020000000000000018,1.0,0.13999999999999996,-5.0,-0.17999999999999994,-1.0,-12.0,5.75,16.0,1.2,2,2
139,-0.75,0.0,-4.0,-2.0,2.0,-0.010000000000000009,5.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-3.0,3.0,-0.53,-0.21000000000000002,-1.2,4.0,2.0,0.0,6.0,0.15000000000000002,-2.0,-0.36999999999999994,-2.0,0.0,0.0,-6.0,-0.12,-6.0,-2.0,-11.0,0.0,-10.0,-13.0,-0.43999999999999995,3.0,0.28,1.0,-0.25,-1.0,2.0,3.1,3.25,2.2,0,2
140,0.77,9.0,2.0,1.0,181.0,0.21999999999999997,-1.0,2.0,6.0,2.0,6.0,1.0,0.0,5.0,4.0,0.65,0.12,1.33,175.0,52.0,129.0,13.0,0.20000000000000007,2.0,0.14,5.0,-1.0,0.0,-1.0,0.15999999999999992,0.0,-2.0,-11.0,-5.0,5.0,4.0,0.12000000000000005,1.0,0.06000000000000005,5.0,0.25,1.0,40.0,12.0,1.05,41.0,1,1
141,0.36999999999999994,14.0,1.0,1.0,109.0,0.2300000000000001,-1.0,0.0,5.0,9.0,3.0,2.0,0.0,7.0,7.0,-0.010000000000000009,0.38,0.8099999999999999,102.0,4.0,105.0,-5.0,0.18,6.0,0.25,15.0,0.0,-1.0,-4.0,-0.49999999999999994,-4.0,-2.0,-24.0,-3.0,-8.0,-8.0,-0.26,0.0,0.0,-6.0,-0.5800000000000001,0.0,34.0,4.75,1.25,15.0,0,1
142,0.09999999999999998,8.0,0.0,0.0,7.0,0.010000000000000009,-3.0,-1.0,-1.0,7.0,2.0,-1.0,0.0,5.0,3.0,-0.10999999999999999,0.21,0.4700000000000001,7.0,-20.0,27.0,13.0,0.16999999999999998,4.0,0.67,-3.0,0.0,0.0,2.0,-0.10000000000000009,2.0,1.0,2.0,-2.0,14.0,7.0,0.28,7.0,0.78,1.0,0.07000000000000006,0.0,2.0,2.5,2.5,3.8,1,0
143,0.79,7.0,2.0,1.0,-26.0,-0.010000000000000009,-5.0,1.0,2.0,4.0,1.0,2.0,0.0,6.0,1.0,0.19,0.61,0.9099999999999999,-28.0,-14.0,-12.0,4.0,0.06999999999999995,3.0,0.15999999999999998,-2.0,1.0,0.0,2.0,-0.5,0.0,-2.0,-3.0,0.0,14.0,9.0,0.32,5.0,0.56,-2.0,0.6,1.0,-6.0,3.75,1.5,6.75,1,1
144,0.24999999999999994,6.0,1.0,1.0,-35.0,-0.030000000000000027,3.0,-1.0,0.0,-1.0,2.0,5.0,0.0,4.0,2.0,0.16999999999999998,0.08000000000000002,0.92,-39.0,-43.0,8.0,-30.0,-0.28,2.0,0.29,-8.0,-1.0,0.0,4.0,-0.07000000000000006,3.0,-6.0,-2.0,-2.0,-4.0,3.0,0.10000000000000003,-7.0,-0.54,-1.0,-0.33,0.0,-8.0,2.75,2.0,4.5,2,1
145,0.2,3.0,1.0,0.0,128.0,0.12,-4.0,1.0,1.0,0.0,3.0,0.0,-1.0,3.0,0.0,0.06,0.14,1.44,128.0,82.0,46.0,7.0,0.14999999999999997,3.0,0.2,0.0,0.0,0.0,-1.0,-0.17,0.0,0.0,-8.0,-1.0,4.0,-3.0,-0.17999999999999994,7.0,0.72,-1.0,-1.0,1.0,30.0,5.5,1.2,17.0,2,1
146,-0.25,-3.0,-2.0,-2.0,-225.0,-0.17000000000000004,-1.0,2.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,-2.0,-0.21000000000000002,-0.04,,-225.0,-90.0,-135.0,-6.0,-0.24000000000000005,0.0,0.0,-1.0,1.0,0.0,1.0,-0.09999999999999998,0.0,1.0,-1.0,0.0,0.0,4.0,0.21999999999999997,-4.0,-0.25,-1.0,-0.5,0.0,-40.0,3.5,11.0,1.4444444444444444,0,2
147,0.38999999999999996,1.0,0.0,1.0,83.0,0.08999999999999997,1.0,0.0,3.0,-1.0,0.0,2.0,1.0,0.0,1.0,0.57,-0.18,-0.9900000000000001,89.0,25.0,58.0,11.0,0.22000000000000003,0.0,-0.42000000000000004,-1.0,-1.0,0.0,1.0,0.22999999999999998,-1.0,-2.0,-9.0,-1.0,-3.0,-1.0,-0.040000000000000036,-2.0,-0.12000000000000005,3.0,0.25,-1.0,24.0,3.75,9.0,1.4444444444444444,0,2
148,0.47000000000000003,4.0,1.0,0.0,-51.0,-0.019999999999999907,2.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.49,-0.019999999999999997,1.15,-57.0,-82.0,31.0,-6.0,-0.09000000000000002,-2.0,-0.25,0.0,1.0,0.0,0.0,0.10999999999999999,4.0,0.0,-14.0,-1.0,-6.0,-5.0,-0.13999999999999996,-1.0,-0.19999999999999996,0.0,-0.06999999999999998,2.0,-12.0,7.0,1.1666666666666667,15.0,1,1
149,0.65,12.0,-1.0,-1.0,27.0,0.010000000000000009,-1.0,0.0,0.0,5.0,3.0,4.0,0.0,8.0,4.0,0.38,0.26,1.8599999999999999,32.0,22.0,5.0,5.0,-0.020000000000000018,2.0,0.18,5.0,1.0,0.0,-3.0,-0.16999999999999998,2.0,-4.0,-8.0,-1.0,-8.0,-5.0,-0.12999999999999995,-3.0,-0.13999999999999996,-2.0,0.10000000000000009,2.0,8.0,7.5,1.1428571428571428,17.0,1,1
150,-0.33,4.0,-1.0,-1.0,126.0,0.06999999999999995,-4.0,4.0,6.0,4.0,0.0,0.0,0.0,3.0,1.0,-0.37,0.04,0.21999999999999997,132.0,53.0,73.0,-2.0,-0.13,4.0,0.25,0.0,0.0,0.0,-7.0,-0.07000000000000006,-5.0,1.0,-7.0,0.0,-8.0,-6.0,-0.18,-2.0,-0.15999999999999998,0.0,-0.39,2.0,30.0,25.0,1.02,76.0,1,1
151,-0.25,4.0,-2.0,-2.0,-29.0,-0.010000000000000009,3.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,-0.27999999999999997,0.039999999999999994,0.5499999999999999,-32.0,-7.0,-22.0,-15.0,-0.3,2.0,0.22,-7.0,0.0,0.0,5.0,0.22000000000000008,-5.0,-1.0,-4.0,-2.0,-1.0,-1.0,-0.020000000000000018,0.0,0.0,-1.0,0.29000000000000004,0.0,-6.0,2.75,2.1,4.0,1,1
152,-0.74,-4.0,-1.0,-1.0,-105.0,-0.040000000000000036,-1.0,0.0,-3.0,2.0,-2.0,-4.0,0.0,-4.0,0.0,-0.5900000000000001,-0.15,-0.83,-107.0,-58.0,-47.0,-5.0,-0.39999999999999997,0.0,0.040000000000000036,-3.0,0.0,1.0,-1.0,-0.6,7.0,3.0,3.0,1.0,6.0,5.0,0.15999999999999998,1.0,0.06000000000000005,-1.0,-0.10999999999999999,-1.0,-18.0,19.0,67.0,1.0303030303030303,2,2
153,-1.23,-7.0,-2.0,-2.0,-173.0,-0.21999999999999997,0.0,0.0,-4.0,-1.0,-6.0,0.0,0.0,-7.0,0.0,-0.4099999999999999,-0.81,-2.56,-164.0,-36.0,-137.0,2.0,-0.13000000000000006,-4.0,-0.019999999999999962,-1.0,0.0,0.0,-2.0,-0.10999999999999999,2.0,0.0,3.0,5.0,3.0,-3.0,-0.13999999999999996,6.0,0.42,-1.0,-0.08000000000000002,0.0,-38.0,3.4,7.125,1.55,2,2
154,-1.54,-9.0,-2.0,-1.0,-200.0,-0.28,7.0,-4.0,1.0,-5.0,-2.0,-2.0,0.0,-7.0,-2.0,-1.28,-0.26,-0.75,-192.0,-140.0,-60.0,-14.0,-0.27999999999999997,-1.0,-0.08999999999999997,0.0,0.0,0.0,2.0,-0.14,-5.0,2.0,1.0,0.0,-11.0,-6.0,-0.24,-5.0,-0.28,-2.0,-0.35,-2.0,-42.0,34.5,101.0,1.01,2,2
155,0.38,7.0,1.0,1.0,-5.0,0.020000000000000018,-1.0,1.0,0.0,3.0,2.0,2.0,0.0,5.0,2.0,0.26,0.11,0.06000000000000001,-11.0,-7.0,2.0,-3.0,0.2,0.0,-0.35,2.0,2.0,0.0,3.0,0.020000000000000018,1.0,-4.0,-3.0,-1.0,7.0,4.0,0.13999999999999996,3.0,0.20999999999999996,-1.0,-0.09999999999999998,0.0,0.0,2.75,1.8333333333333335,5.5,1,1
156,-0.37,1.0,1.0,0.0,97.0,0.09999999999999998,3.0,0.0,0.0,0.0,-3.0,4.0,0.0,-1.0,2.0,-0.09999999999999998,-0.28,-0.8400000000000001,92.0,15.0,82.0,9.0,0.30999999999999994,-3.0,-0.6799999999999999,9.0,1.0,0.0,-2.0,0.17000000000000004,-3.0,-4.0,-6.0,2.0,-14.0,-8.0,-0.29000000000000004,-6.0,-0.34,1.0,-0.07,-1.0,22.0,3.2,4.0,1.95,1,2
157,-0.53,-4.0,0.0,0.0,-34.0,-0.010000000000000009,2.0,3.0,0.0,2.0,-4.0,-2.0,0.0,-5.0,1.0,-0.26,-0.26,-0.67,-40.0,-8.0,-26.0,-2.0,-0.020000000000000018,-2.0,-0.10999999999999999,-8.0,0.0,0.0,-1.0,-0.09999999999999998,3.0,2.0,-1.0,4.0,-3.0,-4.0,-0.13999999999999996,1.0,0.13999999999999996,-1.0,-0.26999999999999996,0.0,-8.0,2.625,3.1,2.65,0,0
158,-0.36000000000000004,-7.0,1.0,0.0,-202.0,-0.14,0.0,0.0,-4.0,-2.0,-2.0,-3.0,-1.0,-6.0,-1.0,-0.27,-0.09,-0.51,-208.0,-54.0,-148.0,-6.0,-0.24000000000000005,-5.0,-0.42,7.0,-1.0,1.0,-5.0,-0.26999999999999996,-1.0,2.0,7.0,3.0,-8.0,-8.0,-0.18,0.0,0.0,-6.0,-0.27,0.0,-46.0,3.5,11.0,1.4444444444444444,2,2
159,0.74,-1.0,2.0,1.0,-67.0,-0.07999999999999996,-4.0,0.0,-4.0,2.0,-2.0,-1.0,0.0,0.0,-1.0,0.69,0.04000000000000001,0.03,-65.0,-20.0,-47.0,-6.0,-0.10999999999999999,-3.0,0.12000000000000002,-12.0,1.0,0.0,0.0,-0.12,6.0,1.0,11.0,2.0,13.0,7.0,0.34,6.0,0.28,2.0,0.29,0.0,-18.0,2.375,3.3529411764705883,2.85,1,0
160,0.21000000000000002,1.0,0.0,1.0,84.0,0.08999999999999997,0.0,2.0,2.0,3.0,-1.0,-1.0,0.0,1.0,0.0,-0.010000000000000009,0.22,-0.63,81.0,-4.0,88.0,1.0,0.14,2.0,-0.34,5.0,1.0,0.0,-1.0,-0.09000000000000002,-3.0,1.0,-6.0,0.0,1.0,2.0,0.040000000000000036,-1.0,-0.34,2.0,0.33,-1.0,22.0,3.1,3.1,2.25,0,2
161,0.97,7.0,2.0,2.0,-8.0,-0.030000000000000027,-2.0,-1.0,3.0,2.0,2.0,3.0,0.0,4.0,3.0,0.8999999999999999,0.07,1.4,-2.0,-28.0,20.0,-1.0,-0.06,5.0,0.38,0.0,1.0,0.0,1.0,-0.030000000000000027,-4.0,-4.0,-11.0,-1.0,4.0,4.0,0.10000000000000003,0.0,0.030000000000000027,-2.0,-0.17000000000000004,0.0,2.0,2.25,2.375,5.0,1,0
162,-0.10999999999999999,-3.0,0.0,0.0,-110.0,-0.07999999999999996,5.0,-2.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,-3.0,-0.10999999999999999,,-0.48,-117.0,-56.0,-54.0,-5.0,0.030000000000000027,-1.0,0.0,7.0,0.0,0.0,-5.0,0.25,2.0,0.0,9.0,1.0,-8.0,-12.0,-0.5800000000000001,4.0,0.20999999999999996,0.0,-0.75,0.0,-26.0,2.6,3.225,2.6,2,0
163,0.32999999999999996,0.0,3.0,2.0,8.0,-0.010000000000000009,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-2.0,2.0,0.49,-0.16,0.35,13.0,51.0,-43.0,-8.0,-0.25,-4.0,-0.36,0.0,1.0,0.0,-1.0,0.31,-1.0,1.0,8.0,1.0,1.0,-1.0,-0.040000000000000036,2.0,0.25,3.0,-0.29,1.0,0.0,3.275,1.775,4.5,2,1
164,0.6099999999999999,3.0,-2.0,-2.0,43.0,0.07999999999999996,-1.0,0.0,3.0,4.0,-1.0,0.0,1.0,0.0,3.0,0.5700000000000001,0.030000000000000002,-0.33,34.0,36.0,7.0,-1.0,0.030000000000000027,-1.0,-0.15,-2.0,-1.0,0.0,-6.0,,-10.0,0.0,-2.0,0.0,-11.0,-13.0,-0.51,2.0,0.15999999999999998,-3.0,-0.75,-1.0,8.0,3.673529411764706,6.0,1.5333333333333332,2,2
165,-0.25,-4.0,-2.0,-1.0,-23.0,-0.010000000000000009,-3.0,-1.0,-4.0,1.0,-2.0,-3.0,0.0,-3.0,-1.0,-0.21,-0.04,-0.9,-28.0,-17.0,-6.0,-7.0,-0.18,0.0,0.08000000000000002,-8.0,-1.0,0.0,-5.0,-0.14,0.0,3.0,9.0,1.0,3.0,-3.0,-0.10000000000000003,6.0,0.5,-1.0,-0.14,-1.0,-6.0,5.5,16.5,1.1818181818181819,2,2
166,0.3500000000000001,1.0,1.0,0.0,6.0,0.039999999999999925,1.0,1.0,3.0,-1.0,2.0,0.0,1.0,2.0,-1.0,0.15999999999999992,0.19,0.97,-3.0,7.0,-1.0,2.0,-0.010000000000000009,2.0,-0.020000000000000018,-2.0,1.0,0.0,-2.0,0.0,5.0,0.0,-11.0,-2.0,-18.0,-4.0,-0.13999999999999996,-14.0,-0.7,2.0,0.34,0.0,0.0,2.6,2.375,3.5,2,1
167,-1.06,-1.0,-3.0,-1.0,-27.0,-0.010000000000000009,-3.0,-1.0,1.0,-1.0,-3.0,3.0,0.0,-6.0,5.0,-1.08,0.02,-1.88,-27.0,-9.0,-18.0,8.0,0.15000000000000002,-3.0,-0.6,-3.0,-1.0,0.0,-2.0,-0.32999999999999996,1.0,-3.0,-3.0,0.0,5.0,4.0,0.21999999999999997,1.0,0.12000000000000005,1.0,0.2,-3.0,-6.0,37.0,86.0,1.01,2,2
168,0.18999999999999997,5.0,0.0,0.0,-42.0,-0.010000000000000009,-9.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,0.18000000000000002,0.01,0.16,-49.0,-26.0,-16.0,3.0,0.06999999999999995,2.0,0.29,-5.0,0.0,0.0,-1.0,-0.37000000000000005,7.0,-2.0,-5.0,-1.0,12.0,11.0,0.39999999999999997,1.0,0.12000000000000005,0.0,0.0,0.0,-10.0,2.55,2.0,5.25,0,1
169,-0.3600000000000001,7.0,-1.0,0.0,16.0,0.040000000000000036,-2.0,0.0,2.0,5.0,-1.0,3.0,0.0,2.0,5.0,-0.5100000000000001,0.15,-0.3900000000000001,9.0,-24.0,40.0,6.0,0.26,5.0,0.38,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-11.0,0.0,4.0,2.0,0.08000000000000002,2.0,0.15999999999999998,0.0,-0.16999999999999998,0.0,4.0,2.625,2.05,5.125,1,1
170,0.6499999999999999,8.0,0.0,1.0,60.0,0.09999999999999998,4.0,-3.0,7.0,2.0,1.0,5.0,0.0,7.0,1.0,0.5700000000000001,0.08,0.04999999999999993,50.0,-17.0,77.0,9.0,0.26000000000000006,4.0,0.21,11.0,1.0,0.0,-6.0,-0.39,-6.0,-4.0,-6.0,-1.0,-13.0,-14.0,-0.54,1.0,0.12000000000000005,-2.0,-0.34,0.0,16.0,2.35,3.2,3.0,0,0
171,-0.14,3.0,0.0,0.0,19.0,0.050000000000000044,-3.0,2.0,-3.0,3.0,-3.0,3.0,0.0,0.0,3.0,0.020000000000000004,-0.15999999999999998,-0.17,13.0,-14.0,33.0,5.0,0.16000000000000003,1.0,0.0,-1.0,0.0,0.0,5.0,0.63,1.0,-3.0,-9.0,3.0,3.0,4.0,0.12000000000000005,-1.0,-0.06000000000000005,-3.0,-0.07000000000000006,0.0,4.0,2.15,2.8,4.0,2,0
172,-1.47,-5.0,-2.0,-2.0,-2.0,-0.020000000000000018,-2.0,1.0,4.0,-3.0,0.0,-2.0,0.0,-4.0,-1.0,-0.72,0.03,-0.45999999999999996,3.0,19.0,-21.0,15.0,0.1399999999999999,1.0,-0.10999999999999999,4.0,1.0,-1.0,4.0,0.45999999999999996,2.0,2.0,2.0,0.0,-4.0,-3.0,-0.12000000000000005,-1.0,-0.10000000000000003,-7.0,-0.7,0.0,2.0,2.725,1.8333333333333335,6.125,0,1
