,Corners,Fouls Committed,Fouls Wons,Goals,Offsides,Pass Completion,Possesion,Red Cards,Shot Attempts,Shots Blocked,Total Passes,Total Shots on Target,Total xG,Under Pressure,Yellow Cards,fh_winner,target
291,1.0,-5.0,4.0,0.0,1.0,0.11199999999999999,0.30200000000000005,0.0,5.0,1.0,180.0,2.0,1.082921197,0.0020000000000000018,-1.0,0,1
292,0.0,-3.0,6.0,0.0,1.0,0.08700000000000008,0.272,0.0,4.0,-1.0,126.0,5.0,0.835001091,0.061,-1.0,0,2
293,4.0,-4.0,5.0,0.0,-1.0,0.32700000000000007,0.6120000000000001,0.0,8.0,2.0,324.0,2.0,0.3865315829999999,-0.05499999999999999,0.0,0,1
294,-5.0,2.0,-5.0,-2.0,1.0,-0.238,-0.476,0.0,-11.0,-5.0,-261.0,-3.0,-1.3372923070000002,0.069,0.0,2,2
295,4.0,-2.0,3.0,1.0,-1.0,0.16100000000000003,0.338,0.0,3.0,0.0,160.0,0.0,0.262551151,-0.182,1.0,1,1
296,-4.0,0.0,0.0,0.0,-1.0,-0.19300000000000006,-0.486,0.0,-8.0,0.0,-250.0,-3.0,-0.14316702399999992,0.056,-1.0,0,2
297,-3.0,0.0,1.0,0.0,-1.0,-0.02400000000000002,-0.19399999999999995,0.0,4.0,1.0,-104.0,2.0,0.4851058827000002,0.069,-4.0,0,1
298,2.0,1.0,-4.0,-2.0,-4.0,-0.08300000000000007,-0.20599999999999996,0.0,-1.0,1.0,-95.0,1.0,-0.412238748,0.136,1.0,2,2
299,5.0,-3.0,4.0,-1.0,0.0,0.19399999999999995,0.428,0.0,0.0,1.0,213.0,0.0,-0.8438080269999999,0.07799999999999999,1.0,2,2
300,2.0,-3.0,3.0,0.0,-1.0,0.21399999999999997,0.36200000000000004,0.0,5.0,0.0,171.0,3.0,1.0333527630000001,-0.065,-3.0,0,1
301,1.0,1.0,-1.0,2.0,-1.0,0.20399999999999996,0.39999999999999997,0.0,10.0,1.0,196.0,3.0,2.3062130640000005,-0.086,-2.0,1,1
302,-2.0,6.0,-6.0,0.0,0.0,-0.30399999999999994,-0.528,0.0,-7.0,-4.0,-262.0,0.0,-0.3274274319999999,0.126,1.0,0,0
303,5.0,0.0,4.0,0.0,3.0,0.19599999999999995,0.39599999999999996,0.0,8.0,3.0,202.0,1.0,1.515993891,-0.09599999999999999,-2.0,0,1
304,1.0,2.0,-3.0,-1.0,1.0,-0.20299999999999996,-0.38999999999999996,0.0,1.0,1.0,-198.0,3.0,-0.001949351000000002,0.18300000000000002,5.0,2,2
305,1.0,0.0,-1.0,-1.0,-2.0,-0.09900000000000009,-0.22599999999999998,0.0,0.0,1.0,-96.0,-1.0,-1.090583439,0.038000000000000006,0.0,2,2
306,2.0,2.0,-2.0,0.0,1.0,-0.348,-0.5760000000000001,0.0,-6.0,-2.0,-310.0,-3.0,-0.18595076250000012,0.068,0.0,0,2
307,3.0,-3.0,2.0,0.0,3.0,0.252,0.5660000000000001,0.0,4.0,0.0,338.0,2.0,0.599669783,-0.02100000000000002,-1.0,0,1
308,-2.0,1.0,0.0,-2.0,-1.0,-0.16100000000000003,-0.46399999999999997,0.0,-4.0,0.0,-282.0,-2.0,-1.238829107,0.139,0.0,2,2
309,0.0,-2.0,7.0,1.0,-1.0,0.11399999999999999,0.29400000000000004,0.0,-5.0,-4.0,142.0,-2.0,-0.955185836,0.173,-1.0,1,1
310,-1.0,4.0,-3.0,0.0,0.0,-0.08799999999999997,-0.436,0.0,5.0,0.0,-244.0,1.0,-0.147147129,0.10899999999999999,-1.0,0,2
311,6.0,0.0,-2.0,1.0,-1.0,0.17400000000000004,0.472,0.0,4.0,1.0,285.0,2.0,0.9619507653,0.009000000000000008,0.0,1,1
312,-2.0,3.0,-3.0,-2.0,-2.0,-0.14800000000000002,-0.554,0.0,-5.0,0.0,-350.0,-2.0,-0.994457256,0.0050000000000000044,1.0,2,2
313,3.0,-2.0,2.0,1.0,2.0,0.2220000000000001,0.6020000000000001,1.0,4.0,1.0,340.0,2.0,0.314773752,0.010000000000000009,0.0,1,1
314,3.0,1.0,-4.0,1.0,0.0,-0.246,-0.424,0.0,-5.0,0.0,-178.0,-4.0,-0.580088981,0.04500000000000001,2.0,1,2
315,-3.0,-5.0,4.0,2.0,0.0,0.27,0.498,0.0,7.0,-1.0,252.0,4.0,1.5518106649999999,-0.094,0.0,1,1
316,1.0,1.0,0.0,-2.0,-1.0,-0.22099999999999997,-0.36800000000000005,0.0,-3.0,-2.0,-192.0,1.0,-0.6572603919999997,-0.015,0.0,2,2
317,1.0,3.0,-4.0,-1.0,-1.0,-0.28,-0.412,0.0,-2.0,-2.0,-226.0,0.0,-1.223333824,-0.04299999999999998,1.0,2,2
318,2.0,4.0,-5.0,0.0,3.0,-0.10799999999999998,-0.19799999999999995,0.0,0.0,0.0,-100.0,-1.0,0.0222209490000001,-0.093,1.0,0,2
319,-4.0,2.0,-3.0,-2.0,0.0,-0.246,-0.534,1.0,-5.0,-1.0,-269.0,1.0,-2.062636049,-0.0010000000000000009,-1.0,2,2
320,-1.0,5.0,-8.0,-1.0,0.0,-0.17100000000000004,-0.44999999999999996,0.0,-4.0,-1.0,-266.0,-3.0,-0.432032238,0.0030000000000000027,1.0,2,0
321,1.0,-1.0,3.0,1.0,2.0,0.15800000000000003,0.36200000000000004,0.0,-1.0,0.0,211.0,-1.0,1.0379017569999995,0.007000000000000006,0.0,1,1
322,-2.0,-1.0,1.0,1.0,0.0,0.11099999999999999,0.36200000000000004,0.0,10.0,2.0,193.0,5.0,0.5523161990000001,-0.08299999999999999,-3.0,1,1
323,2.0,-2.0,0.0,-1.0,-2.0,-0.09499999999999997,-0.238,0.0,0.0,1.0,-140.0,3.0,-1.3510902489999999,0.06899999999999999,0.0,2,2
324,-1.0,0.0,-2.0,-1.0,0.0,0.06400000000000006,0.05800000000000005,0.0,2.0,0.0,26.0,4.0,0.7219979840000001,0.05600000000000001,1.0,2,2
325,9.0,-1.0,2.0,1.0,2.0,0.17400000000000004,0.476,0.0,11.0,4.0,248.0,3.0,1.1768956990000001,-0.09999999999999999,-1.0,1,1
326,-3.0,6.0,-8.0,1.0,-1.0,-0.251,-0.542,0.0,-12.0,-5.0,-259.0,-3.0,-0.71232284,0.107,-1.0,1,1
327,1.0,0.0,1.0,3.0,3.0,0.19500000000000006,0.43799999999999994,0.0,8.0,2.0,255.0,1.0,2.2868147690000002,-0.11699999999999999,0.0,1,1
328,-1.0,1.0,-3.0,1.0,0.0,-0.17499999999999993,-0.492,0.0,-4.0,-2.0,-272.0,-2.0,0.3951566369999999,0.0040000000000000036,0.0,1,1
329,2.0,1.0,-1.0,1.0,1.0,0.25,0.496,0.0,10.0,2.0,257.0,4.0,1.252565228,-0.006000000000000005,-1.0,1,1
330,0.0,1.0,-6.0,-1.0,-2.0,-0.16000000000000003,-0.30200000000000005,0.0,4.0,2.0,-156.0,1.0,0.16594737199999998,0.04299999999999998,0.0,2,2
331,-2.0,2.0,-1.0,0.0,-1.0,-0.22699999999999998,-0.408,0.0,-5.0,-3.0,-210.0,-1.0,-0.36461577700000003,0.092,-1.0,0,0
332,0.0,-2.0,3.0,3.0,0.0,0.19400000000000006,0.482,0.0,7.0,0.0,274.0,1.0,2.0188122639999997,-0.016999999999999987,0.0,1,1
333,4.0,-3.0,4.0,0.0,2.0,0.10699999999999998,0.20599999999999996,0.0,4.0,2.0,107.0,2.0,0.638328794,0.067,0.0,0,1
334,-5.0,2.0,-1.0,0.0,-2.0,-0.136,-0.36200000000000004,0.0,-8.0,-3.0,-153.0,-3.0,-0.597640851,-0.052000000000000005,2.0,0,0
335,2.0,0.0,0.0,2.0,3.0,0.138,0.436,0.0,6.0,2.0,260.0,0.0,2.3954003900000003,0.066,2.0,1,1
336,0.0,4.0,-3.0,1.0,0.0,0.07099999999999995,0.20599999999999996,0.0,3.0,3.0,108.0,0.0,-0.0692923795,-0.05299999999999999,0.0,1,1
337,2.0,0.0,4.0,2.0,2.0,0.09199999999999997,0.22599999999999998,0.0,7.0,1.0,126.0,1.0,0.7458772490000001,-0.00399999999999999,0.0,1,1
338,3.0,-4.0,3.0,6.0,1.0,0.32900000000000007,0.5820000000000001,0.0,12.0,1.0,297.0,2.0,3.5140718790000003,-0.1,0.0,1,1
339,5.0,-6.0,4.0,0.0,2.0,0.265,0.5640000000000001,0.0,5.0,3.0,301.0,1.0,0.03056475500000011,-0.029000000000000026,-1.0,0,1
340,1.0,3.0,-9.0,0.0,0.0,-0.262,-0.422,0.0,-2.0,-1.0,-224.0,-2.0,-0.9753632470000001,0.049000000000000016,1.0,0,2
341,-5.0,1.0,0.0,1.0,0.0,0.17799999999999994,0.19399999999999995,0.0,-1.0,-2.0,94.0,2.0,-0.06681933399999998,-0.062,0.0,1,0
342,4.0,0.0,0.0,0.0,1.0,0.14100000000000001,0.39399999999999996,0.0,10.0,5.0,243.0,1.0,0.29229490999999985,0.067,-1.0,0,2
343,5.0,-3.0,2.0,0.0,2.0,0.278,0.5760000000000001,0.0,5.0,4.0,277.0,2.0,0.503613785,-0.01899999999999999,1.0,0,0
344,1.0,-1.0,-2.0,0.0,0.0,-0.14700000000000002,-0.35800000000000004,0.0,-1.0,0.0,-217.0,-1.0,-0.03528990799999998,0.08400000000000002,1.0,0,0
345,-1.0,1.0,0.0,0.0,0.0,-0.04200000000000004,-0.35400000000000004,0.0,2.0,-2.0,-191.0,1.0,0.3541110510000003,-0.113,1.0,0,2
346,5.0,0.0,-1.0,-2.0,-3.0,-0.040000000000000036,-0.05400000000000005,0.0,1.0,0.0,-27.0,0.0,-0.7958933249999999,0.093,0.0,2,2
347,3.0,0.0,-3.0,1.0,-1.0,-0.18399999999999994,-0.34,0.0,-1.0,2.0,-180.0,-3.0,0.35462894300000003,-0.026000000000000023,0.0,1,1
348,-2.0,1.0,5.0,-1.0,-1.0,-0.11699999999999999,-0.24,0.0,3.0,0.0,-127.0,1.0,0.1548278940000001,0.121,-1.0,2,1
349,1.0,2.0,-3.0,0.0,-1.0,-0.23099999999999998,-0.43999999999999995,0.0,-1.0,-1.0,-260.0,0.0,-0.22341731799999998,0.10500000000000001,-1.0,0,0
350,-1.0,1.0,0.0,-1.0,0.0,-0.07299999999999995,-0.22799999999999998,0.0,-5.0,-3.0,-117.0,1.0,-0.8930715180000003,0.07299999999999998,3.0,2,2
351,0.0,2.0,-1.0,-1.0,-2.0,-0.09599999999999997,-0.28200000000000003,0.0,-4.0,-2.0,-147.0,0.0,-0.327818398,0.033,0.0,2,2
352,-1.0,2.0,-3.0,-1.0,-1.0,-0.19100000000000006,-0.45599999999999996,0.0,-6.0,-1.0,-274.0,-3.0,-0.925319841,0.116,1.0,2,2
353,5.0,1.0,-1.0,0.0,0.0,0.21099999999999997,0.51,0.0,3.0,4.0,265.0,-1.0,0.12839357699999998,-0.07,-1.0,0,1
354,4.0,2.0,-2.0,-1.0,2.0,0.14200000000000002,0.342,0.0,6.0,2.0,192.0,5.0,1.109962108,-0.0010000000000000009,1.0,2,1
355,-2.0,-2.0,1.0,1.0,2.0,0.128,0.36800000000000005,0.0,0.0,-3.0,252.0,0.0,0.07020364999999984,0.031,0.0,1,1
356,3.0,1.0,-1.0,0.0,-1.0,-0.10399999999999998,-0.244,0.0,6.0,2.0,-144.0,1.0,-0.3409912129999999,-0.09899999999999998,-1.0,0,0
357,-2.0,3.0,-8.0,-3.0,0.0,-0.265,-0.558,0.0,-5.0,-1.0,-323.0,0.0,-0.11477626400000002,0.033,1.0,2,2
358,0.0,-1.0,4.0,0.0,0.0,-0.22399999999999998,-0.5700000000000001,0.0,2.0,1.0,-374.0,0.0,0.42409617499999985,0.11000000000000001,0.0,0,1
359,1.0,2.0,0.0,-2.0,2.0,-0.127,-0.38999999999999996,0.0,1.0,1.0,-246.0,0.0,-0.07742250999999989,-0.023999999999999994,-1.0,2,2
360,-3.0,1.0,0.0,0.0,-2.0,-0.281,-0.6040000000000001,0.0,0.0,-1.0,-394.0,-1.0,0.445605818,0.126,0.0,0,2
361,2.0,-2.0,0.0,1.0,1.0,0.18800000000000006,0.558,0.0,-2.0,-2.0,296.0,-1.0,-0.43596049000000003,-0.04000000000000001,0.0,1,1
362,3.0,-5.0,3.0,2.0,0.0,0.19900000000000007,0.488,0.0,4.0,1.0,301.0,0.0,1.898086269,0.066,-2.0,1,1
363,2.0,-5.0,7.0,4.0,0.0,0.267,0.5660000000000001,0.0,9.0,3.0,363.0,1.0,2.597049556,-0.121,-1.0,1,1
364,0.0,1.0,-4.0,0.0,-3.0,-0.14800000000000002,-0.418,0.0,1.0,0.0,-191.0,0.0,0.8624284929999999,0.09999999999999999,2.0,0,0
365,2.0,-2.0,-1.0,3.0,1.0,0.17400000000000004,0.338,0.0,4.0,2.0,183.0,0.0,0.4707783809999998,-0.07899999999999999,0.0,1,1
366,0.0,-1.0,-2.0,2.0,4.0,0.245,0.426,-1.0,7.0,0.0,210.0,3.0,2.481124335,-0.07299999999999998,0.0,1,1
367,0.0,0.0,-1.0,3.0,2.0,0.06699999999999995,0.10000000000000003,0.0,9.0,-1.0,61.0,3.0,2.144074649,-0.083,0.0,1,1
368,0.0,3.0,-2.0,-1.0,-4.0,-0.06500000000000006,-0.12400000000000005,0.0,1.0,2.0,-60.0,-1.0,-0.989616471,-0.15700000000000003,2.0,2,2
369,-4.0,3.0,-1.0,-1.0,2.0,-0.18800000000000006,-0.46599999999999997,0.0,-1.0,-1.0,-270.0,-1.0,-1.110735228,0.023999999999999994,1.0,2,1
370,0.0,4.0,-7.0,0.0,1.0,-0.07000000000000006,-0.19399999999999995,0.0,1.0,2.0,-129.0,0.0,0.07986563199999999,0.134,0.0,0,0
371,-1.0,1.0,-2.0,1.0,1.0,-0.09699999999999998,-0.35600000000000004,0.0,1.0,-1.0,-200.0,-1.0,-0.49905214900000006,0.064,1.0,1,2
372,2.0,-4.0,6.0,1.0,1.0,0.18900000000000006,0.38999999999999996,0.0,9.0,2.0,241.0,5.0,1.032130775,-0.05500000000000001,1.0,1,1
373,-1.0,-4.0,5.0,1.0,3.0,0.14200000000000002,0.32,0.0,1.0,-1.0,204.0,0.0,0.537446015,0.08099999999999999,0.0,1,1
374,1.0,-5.0,0.0,0.0,0.0,0.09699999999999998,0.326,0.0,-3.0,0.0,189.0,-1.0,-0.259767444,-0.027999999999999997,1.0,0,0
375,-3.0,2.0,-2.0,-1.0,-3.0,-0.11699999999999999,-0.37400000000000005,0.0,-3.0,-1.0,-232.0,-1.0,-0.011088126000000087,0.139,1.0,2,2
376,-1.0,-1.0,-1.0,2.0,1.0,0.03699999999999992,0.068,0.0,2.0,0.0,40.0,-2.0,0.8196050890000001,0.11400000000000002,-1.0,1,1
377,0.0,3.0,-3.0,1.0,3.0,0.19300000000000006,0.41,0.0,7.0,-1.0,259.0,4.0,1.064679345,0.05300000000000002,0.0,1,1
378,-1.0,2.0,-3.0,-1.0,0.0,-0.08100000000000007,-0.252,0.0,-3.0,0.0,-177.0,0.0,-0.870682047,0.109,0.0,2,2
379,1.0,1.0,-2.0,1.0,0.0,-0.07700000000000007,-0.11200000000000004,0.0,-2.0,0.0,-65.0,-1.0,0.6810416930000001,-0.14700000000000002,0.0,1,0
380,5.0,-1.0,3.0,-1.0,-1.0,0.14,0.37400000000000005,0.0,7.0,4.0,222.0,2.0,0.5824692119999999,-0.16600000000000004,-1.0,2,1
381,0.0,3.0,-5.0,1.0,-2.0,-0.29700000000000004,-0.53,0.0,-4.0,0.0,-267.0,0.0,0.16044156799999987,0.04799999999999999,1.0,1,2
382,-2.0,1.0,-2.0,1.0,-2.0,-0.18500000000000005,-0.36200000000000004,0.0,-4.0,1.0,-172.0,-5.0,0.021160194999999993,0.05,0.0,1,2
383,-3.0,1.0,2.0,-1.0,-2.0,-0.259,-0.508,0.0,-6.0,-2.0,-287.0,-3.0,-0.775678564,0.04100000000000001,-2.0,2,2
384,4.0,-3.0,4.0,1.0,-2.0,0.19499999999999995,0.33,0.0,10.0,3.0,176.0,4.0,2.1618281969999997,-0.13100000000000003,-1.0,1,1
385,4.0,1.0,-2.0,0.0,3.0,0.23299999999999998,0.436,0.0,4.0,4.0,263.0,0.0,0.3258904179999999,0.037000000000000005,-1.0,0,0
386,-4.0,1.0,-3.0,-1.0,1.0,-0.19799999999999995,-0.45199999999999996,1.0,-1.0,-1.0,-202.0,2.0,0.34060304900000016,0.064,0.0,2,2
387,2.0,2.0,1.0,2.0,0.0,0.20099999999999996,0.408,0.0,16.0,2.0,202.0,5.0,2.751570515,-0.10899999999999999,-2.0,1,1
388,0.0,2.0,-3.0,-1.0,1.0,-0.245,-0.5700000000000001,0.0,-3.0,0.0,-354.0,0.0,-0.764990687,0.059,1.0,2,2
389,-5.0,0.0,-3.0,-1.0,3.0,-0.20400000000000007,-0.506,0.0,-10.0,-3.0,-297.0,-3.0,-1.1746625380000002,0.07500000000000001,2.0,2,2
390,3.0,-2.0,0.0,1.0,-1.0,0.19699999999999995,0.45999999999999996,0.0,7.0,1.0,287.0,2.0,1.019990535,-0.017999999999999988,-1.0,1,1
391,1.0,-2.0,4.0,3.0,3.0,0.14500000000000002,0.186,0.0,5.0,2.0,79.0,1.0,0.7743042339999999,0.03999999999999998,-2.0,1,1
392,1.0,0.0,0.0,-1.0,2.0,-0.20500000000000007,-0.494,0.0,-2.0,-1.0,-311.0,2.0,0.14303331500000005,-0.07199999999999998,0.0,2,2
393,-1.0,7.0,-9.0,0.0,1.0,-0.08299999999999996,-0.23199999999999998,0.0,-4.0,0.0,-131.0,-1.0,-0.11372995500000016,-0.047,1.0,0,2
394,2.0,-3.0,3.0,2.0,0.0,0.15300000000000002,0.45399999999999996,0.0,4.0,-1.0,310.0,1.0,1.2978389830000001,-0.055999999999999994,0.0,1,1
395,-4.0,1.0,0.0,-1.0,3.0,-0.19399999999999995,-0.30600000000000005,0.0,-8.0,-4.0,-154.0,-3.0,-0.48466262099999996,-0.028999999999999998,1.0,2,2
396,-3.0,-2.0,6.0,-1.0,2.0,0.28,0.542,0.0,-4.0,-1.0,273.0,-2.0,-0.393189938,0.009999999999999981,0.0,2,2
397,2.0,-5.0,7.0,2.0,3.0,0.17300000000000004,0.46399999999999997,0.0,9.0,3.0,295.0,1.0,0.4133334019999999,0.019000000000000003,-1.0,1,1
398,2.0,-2.0,1.0,2.0,1.0,0.30900000000000005,0.6020000000000001,0.0,6.0,4.0,362.0,-2.0,1.862167105,-0.08199999999999999,-1.0,1,1
399,0.0,-1.0,-1.0,0.0,-4.0,-0.08399999999999996,-0.20999999999999996,0.0,-1.0,0.0,-108.0,-2.0,0.855149548,0.08099999999999999,2.0,0,2
400,1.0,-2.0,3.0,3.0,-1.0,0.23099999999999998,0.494,0.0,5.0,1.0,272.0,0.0,0.753338962,-0.052000000000000005,-2.0,1,1
401,-3.0,1.0,2.0,-2.0,-2.0,-0.135,-0.45999999999999996,0.0,-1.0,1.0,-283.0,0.0,-2.141276388,-0.066,0.0,2,0
402,0.0,-5.0,5.0,2.0,-1.0,0.23099999999999998,0.478,0.0,8.0,0.0,258.0,1.0,2.3202869355000004,-0.128,0.0,1,1
403,2.0,-3.0,2.0,1.0,2.0,0.14900000000000002,0.408,0.0,2.0,0.0,236.0,1.0,0.867642443,0.0,0.0,1,1
404,0.0,2.0,-3.0,-1.0,-5.0,-0.19600000000000006,-0.6040000000000001,0.0,-3.0,1.0,-378.0,0.0,-0.3921427680000001,0.063,1.0,2,2
405,-6.0,2.0,-3.0,-1.0,-2.0,-0.07099999999999995,-0.324,0.0,-6.0,-1.0,-183.0,-2.0,-0.25212923600000003,-0.012999999999999998,-1.0,2,0
406,-3.0,-2.0,1.0,0.0,0.0,-0.09199999999999997,-0.174,0.0,5.0,2.0,-93.0,0.0,0.5832909829999999,-0.069,0.0,0,2
407,-2.0,2.0,2.0,1.0,0.0,0.08999999999999997,0.184,0.0,-2.0,-1.0,113.0,0.0,-0.12309170199999997,-0.07799999999999999,0.0,1,1
408,-5.0,0.0,-2.0,0.0,0.0,-0.14400000000000002,-0.37200000000000005,0.0,-7.0,-2.0,-198.0,-2.0,-0.54518248,0.035,-1.0,0,1
409,2.0,2.0,-4.0,2.0,1.0,-0.15100000000000002,-0.22199999999999998,0.0,-2.0,-1.0,-111.0,-2.0,0.20786508499999995,0.0050000000000000044,-2.0,1,1
410,-1.0,3.0,-4.0,-2.0,0.0,-0.08699999999999997,-0.21399999999999997,0.0,-7.0,-2.0,-135.0,-4.0,-1.621391807,-0.07900000000000001,0.0,2,2
411,9.0,-2.0,2.0,2.0,-2.0,0.10099999999999998,0.39399999999999996,0.0,9.0,2.0,215.0,5.0,1.487733692,0.031,0.0,1,1
412,2.0,-3.0,4.0,1.0,1.0,0.09599999999999997,0.28600000000000003,0.0,4.0,1.0,150.0,2.0,0.26639517199999996,-0.033,-2.0,1,1
413,1.0,2.0,-5.0,-1.0,-1.0,-0.06699999999999995,-0.238,0.0,6.0,5.0,-134.0,0.0,0.508993597,0.045999999999999985,0.0,2,0
414,4.0,0.0,1.0,3.0,-2.0,0.17000000000000004,0.526,0.0,8.0,2.0,290.0,2.0,2.0593001770000003,-0.063,-1.0,1,1
415,-5.0,1.0,0.0,-1.0,0.0,-0.28500000000000003,-0.556,0.0,-6.0,0.0,-297.0,-2.0,-0.431011907,0.167,2.0,2,2
416,-2.0,0.0,-4.0,0.0,2.0,-0.16300000000000003,-0.30400000000000005,0.0,-1.0,1.0,-163.0,0.0,-0.3603684710000001,-0.07100000000000001,2.0,0,0
417,2.0,-4.0,7.0,4.0,2.0,0.31300000000000006,0.6240000000000001,0.0,7.0,-1.0,363.0,4.0,3.239397875,-0.026999999999999996,0.0,1,1
418,0.0,3.0,-7.0,-2.0,2.0,-0.29200000000000004,-0.538,0.0,-4.0,-2.0,-272.0,0.0,-1.50668877,0.065,3.0,2,2
419,-2.0,1.0,-3.0,1.0,2.0,-0.19799999999999995,-0.46399999999999997,0.0,-6.0,0.0,-251.0,-5.0,-0.2270857129999999,0.13099999999999998,-1.0,1,2
420,5.0,-5.0,5.0,1.0,0.0,0.10599999999999998,0.18999999999999995,0.0,12.0,2.0,104.0,6.0,0.9260167272999998,0.022999999999999993,0.0,1,1
421,-1.0,-1.0,3.0,2.0,0.0,0.18400000000000005,0.418,0.0,6.0,-2.0,238.0,0.0,1.334314216,-0.098,1.0,1,1
422,-1.0,4.0,-5.0,0.0,-2.0,-0.138,-0.36000000000000004,0.0,1.0,0.0,-219.0,0.0,0.16399056950000002,0.032,0.0,0,2
423,-1.0,4.0,-2.0,-1.0,1.0,-0.17599999999999993,-0.44599999999999995,0.0,0.0,1.0,-254.0,0.0,-0.5383156360000001,0.044,0.0,2,2
424,-1.0,-4.0,5.0,1.0,-1.0,0.17099999999999993,0.332,0.0,0.0,4.0,165.0,-3.0,-0.33911662200000003,-0.09000000000000001,0.0,1,1
425,0.0,-10.0,11.0,0.0,0.0,0.18900000000000006,0.496,0.0,6.0,1.0,284.0,0.0,0.449137327,-0.11000000000000001,1.0,0,1
426,2.0,-3.0,5.0,3.0,2.0,0.14300000000000002,0.45799999999999996,0.0,8.0,-1.0,285.0,5.0,1.7906390510000003,-0.10300000000000001,-1.0,1,1
427,-1.0,-1.0,3.0,-2.0,1.0,-0.14100000000000001,-0.11600000000000005,0.0,-8.0,-4.0,-55.0,2.0,-1.280369259,-0.0030000000000000027,2.0,2,2
428,5.0,-3.0,5.0,2.0,1.0,0.18400000000000005,0.508,0.0,5.0,0.0,288.0,1.0,2.7267801405,-0.16799999999999998,0.0,1,1
429,2.0,2.0,-3.0,-2.0,-3.0,-0.22599999999999998,-0.48,0.0,-6.0,0.0,-290.0,-2.0,-1.7133917025,0.147,0.0,2,2
430,3.0,0.0,4.0,1.0,-1.0,0.19999999999999996,0.432,0.0,7.0,3.0,235.0,1.0,0.8935413990000001,-0.116,1.0,1,1
431,6.0,4.0,-2.0,0.0,-2.0,-0.256,-0.502,0.0,4.0,2.0,-266.0,0.0,0.133808955,-0.0049999999999999906,0.0,0,0
432,9.0,-1.0,1.0,-1.0,1.0,0.18199999999999994,0.494,0.0,4.0,1.0,257.0,0.0,0.280100167,-0.049,0.0,2,2
433,-4.0,1.0,0.0,-1.0,-3.0,-0.15600000000000003,-0.46599999999999997,0.0,-7.0,-3.0,-285.0,-3.0,-0.22487990700000005,0.181,2.0,2,2
434,-1.0,0.0,1.0,-1.0,-1.0,0.07000000000000006,0.08600000000000002,0.0,0.0,2.0,45.0,-1.0,0.16054819200000003,0.021999999999999992,-1.0,2,1
435,1.0,0.0,-1.0,-1.0,-2.0,-0.18299999999999994,-0.36800000000000005,0.0,-2.0,0.0,-197.0,1.0,-0.686301324,0.08399999999999999,0.0,2,2
436,1.0,-1.0,1.0,-1.0,-1.0,-0.3340000000000001,-0.6200000000000001,0.0,-1.0,1.0,-370.0,-1.0,0.015162651999999999,0.018000000000000002,1.0,2,1
437,4.0,-3.0,4.0,2.0,-1.0,0.22199999999999998,0.486,0.0,10.0,3.0,328.0,2.0,1.258437403,-0.0040000000000000036,1.0,1,1
438,2.0,4.0,-5.0,1.0,3.0,0.20399999999999996,0.498,0.0,3.0,0.0,309.0,0.0,0.047171733999999965,0.053000000000000005,-1.0,1,1
439,3.0,4.0,-4.0,0.0,1.0,-0.07300000000000006,-0.12000000000000005,0.0,-7.0,-1.0,-68.0,-4.0,-1.9448849675,0.056999999999999995,0.0,0,2
440,0.0,0.0,0.0,-1.0,-3.0,-0.271,-0.472,0.0,0.0,-1.0,-254.0,1.0,-0.551004184,0.025999999999999995,0.0,2,2
441,-2.0,4.0,-5.0,-1.0,0.0,-0.17400000000000004,-0.512,0.0,0.0,0.0,-295.0,0.0,0.2114579639999999,0.026999999999999996,0.0,2,2
442,0.0,1.0,-1.0,-2.0,-2.0,-0.06299999999999994,-0.176,0.0,2.0,-1.0,-91.0,4.0,0.363509274,0.064,1.0,2,2
443,-3.0,-1.0,3.0,-1.0,-2.0,-0.15100000000000002,-0.504,0.0,-2.0,0.0,-315.0,-1.0,-1.0991558479999999,0.107,0.0,2,0
444,5.0,0.0,1.0,0.0,3.0,0.20599999999999996,0.46599999999999997,0.0,11.0,3.0,236.0,4.0,0.791122217,-0.12000000000000001,-1.0,0,0
445,1.0,-7.0,5.0,1.0,2.0,0.15600000000000003,0.412,0.0,8.0,3.0,253.0,3.0,0.7502777225,-0.054000000000000006,0.0,1,1
446,0.0,0.0,0.0,0.0,-1.0,-0.2370000000000001,-0.6339999999999999,0.0,4.0,3.0,-421.0,0.0,1.2617348159,0.147,0.0,0,0
447,0.0,-2.0,3.0,0.0,3.0,0.15200000000000002,0.342,0.0,3.0,-1.0,178.0,0.0,0.196303958,-0.032,0.0,0,1
448,-2.0,-6.0,6.0,2.0,0.0,0.15400000000000003,0.332,0.0,2.0,1.0,177.0,-1.0,1.5229584156,0.041999999999999996,1.0,1,1
449,6.0,0.0,2.0,1.0,1.0,0.351,0.6499999999999999,0.0,12.0,3.0,363.0,6.0,1.1015331499999998,-0.07799999999999999,0.0,1,1
450,5.0,0.0,6.0,2.0,-3.0,0.14300000000000002,0.418,-1.0,7.0,2.0,209.0,1.0,0.33782644100000014,-0.08499999999999999,-2.0,1,1
451,0.0,1.0,1.0,-1.0,-2.0,-0.20099999999999996,-0.43,0.0,-3.0,0.0,-191.0,-1.0,-0.859558542,0.12,2.0,2,2
452,0.0,3.0,-3.0,-4.0,-2.0,-0.14700000000000002,-0.5780000000000001,0.0,-7.0,-1.0,-325.0,-1.0,-1.555035187,0.045000000000000005,1.0,2,2
453,2.0,1.0,2.0,1.0,-1.0,-0.32399999999999995,-0.526,0.0,1.0,1.0,-282.0,-2.0,0.13537783699999992,-0.061000000000000026,0.0,1,0
