,Corners,Fouls Committed,Fouls Wons,Goals,Offsides,Pass Completion,Possesion,Red Cards,Shot Attempts,Shots Blocked,Total Passes,Total Shots on Target,Total xG,Under Pressure,Yellow Cards,fh_winner,target
454,4.0,-6.0,8.0,0.0,-1.0,0.247,0.44199999999999995,0.0,10.0,2.0,214.0,3.0,0.835371729,0.025999999999999995,-1.0,0,1
455,3.0,-5.0,4.0,0.0,-1.0,0.256,0.548,0.0,5.0,1.0,322.0,2.0,0.36312433,-0.06700000000000003,-2.0,0,1
456,-1.0,-1.0,1.0,-2.0,-1.0,-0.14800000000000002,-0.29200000000000004,0.0,-5.0,0.0,-149.0,1.0,-1.070920608,0.019000000000000003,1.0,2,2
457,1.0,0.0,1.0,0.0,-1.0,0.244,0.31200000000000006,0.0,4.0,3.0,156.0,1.0,0.18055826600000002,-0.15400000000000003,1.0,0,1
458,3.0,-2.0,2.0,3.0,2.0,0.20900000000000007,0.5640000000000001,0.0,9.0,1.0,333.0,3.0,1.7502303969999997,-0.03400000000000003,-2.0,1,1
459,-1.0,0.0,0.0,-3.0,-2.0,-0.134,-0.28800000000000003,0.0,-6.0,-3.0,-177.0,-1.0,-0.074228081,0.01899999999999999,2.0,2,2
460,-1.0,1.0,2.0,0.0,-1.0,-0.22799999999999998,-0.418,0.0,-3.0,-4.0,-201.0,-1.0,0.19867297699999997,-0.11099999999999999,1.0,0,2
461,-3.0,0.0,2.0,0.0,-1.0,-0.09099999999999997,-0.16399999999999998,0.0,5.0,1.0,-81.0,1.0,-0.04358170599999994,0.05900000000000001,0.0,0,2
462,3.0,0.0,-7.0,-3.0,3.0,-0.1459999999999999,-0.25,0.0,-1.0,0.0,-109.0,3.0,-1.138935541,0.10600000000000001,1.0,2,2
463,-3.0,-1.0,2.0,0.0,0.0,-0.16000000000000003,-0.36200000000000004,0.0,-10.0,-3.0,-204.0,-6.0,-0.9627421490000002,0.201,0.0,0,2
464,-2.0,-1.0,1.0,2.0,-2.0,0.19199999999999995,0.408,0.0,5.0,-1.0,185.0,3.0,1.555446328,-0.01899999999999999,-1.0,1,1
465,3.0,-2.0,1.0,1.0,0.0,0.16500000000000004,0.496,0.0,7.0,-1.0,240.0,4.0,0.40535053200000004,-0.08700000000000001,-1.0,1,1
466,2.0,-2.0,2.0,1.0,-1.0,0.236,0.47,0.0,8.0,1.0,262.0,2.0,1.066820292,-0.18899999999999997,-2.0,1,1
467,-5.0,3.0,-4.0,0.0,-3.0,-0.15100000000000002,-0.35600000000000004,0.0,4.0,3.0,-158.0,2.0,0.11338618800000008,0.08199999999999999,0.0,0,2
468,1.0,-6.0,3.0,-1.0,1.0,-0.08199999999999996,-0.15199999999999997,0.0,1.0,0.0,-71.0,0.0,0.42272599200000005,-0.034,0.0,2,2
469,1.0,-4.0,1.0,0.0,2.0,0.06600000000000006,0.14799999999999996,0.0,0.0,1.0,79.0,-1.0,0.229176696,0.011999999999999983,0.0,0,1
470,-2.0,-1.0,-1.0,-2.0,1.0,-0.17899999999999994,-0.328,0.0,3.0,1.0,-170.0,2.0,0.05746351399999999,-0.02200000000000002,-1.0,2,2
471,-1.0,5.0,-5.0,-1.0,-1.0,-0.16900000000000004,-0.46399999999999997,0.0,-4.0,-1.0,-274.0,0.0,-0.7960819979999999,-0.038000000000000006,1.0,2,2
472,-3.0,0.0,1.0,1.0,0.0,-0.09799999999999998,-0.268,0.0,-3.0,-4.0,-144.0,-2.0,-0.02389232200000002,0.057999999999999996,-1.0,1,1
473,-3.0,4.0,-1.0,0.0,0.0,-0.237,-0.506,0.0,-10.0,-3.0,-250.0,-2.0,-1.1927623729999999,0.192,0.0,0,2
474,3.0,0.0,-1.0,0.0,1.0,-0.07099999999999995,-0.16799999999999998,0.0,3.0,-1.0,-87.0,0.0,0.407931706,-0.10300000000000004,0.0,0,0
475,0.0,-2.0,2.0,-1.0,2.0,-0.19099999999999995,-0.45799999999999996,0.0,-1.0,-1.0,-215.0,-1.0,-0.673144491,0.04300000000000001,1.0,2,2
476,-2.0,-1.0,0.0,1.0,2.0,0.19999999999999996,0.47,0.0,1.0,-1.0,209.0,1.0,1.1377872340000001,0.04700000000000001,-2.0,1,1
477,1.0,-2.0,3.0,0.0,0.0,0.10899999999999999,0.22999999999999998,0.0,-4.0,-1.0,123.0,-1.0,-0.55146134,0.07500000000000001,-2.0,0,1
478,1.0,0.0,-1.0,1.0,2.0,0.05300000000000005,0.182,1.0,3.0,4.0,98.0,0.0,0.22940681800000007,0.0049999999999999906,0.0,1,1
479,2.0,1.0,-2.0,3.0,-1.0,0.14800000000000002,0.342,0.0,7.0,-1.0,174.0,3.0,-0.04993720800000012,0.026999999999999996,1.0,1,1
480,2.0,-2.0,-1.0,0.0,-4.0,-0.18999999999999995,-0.408,0.0,6.0,0.0,-187.0,2.0,0.47801581200000004,-0.043,0.0,0,0
481,6.0,-7.0,6.0,0.0,1.0,0.31599999999999995,0.538,0.0,13.0,5.0,277.0,2.0,1.3204136939999997,-0.09500000000000003,-1.0,0,1
482,-5.0,0.0,-3.0,0.0,2.0,-0.268,-0.49,0.0,-2.0,0.0,-221.0,2.0,-0.6518910840000001,0.04999999999999999,0.0,0,2
483,0.0,2.0,-4.0,0.0,1.0,-0.20699999999999996,-0.22799999999999998,0.0,0.0,0.0,-112.0,-2.0,-0.959438056,0.086,0.0,0,0
484,-2.0,3.0,-4.0,-3.0,-1.0,-0.263,-0.46599999999999997,0.0,-11.0,-3.0,-247.0,-1.0,-0.916982065,0.02700000000000001,0.0,2,2
485,-3.0,-2.0,1.0,3.0,2.0,0.128,0.184,0.0,-3.0,-3.0,85.0,1.0,0.31942436799999996,-0.092,-2.0,1,1
486,-2.0,4.0,-1.0,-1.0,1.0,-0.09199999999999997,-0.21799999999999997,0.0,-1.0,1.0,-102.0,-1.0,-0.37892386550000007,0.014000000000000012,0.0,2,2
487,5.0,-3.0,3.0,2.0,-1.0,0.15300000000000002,0.38999999999999996,0.0,6.0,3.0,214.0,-1.0,1.4345910599999998,-0.04200000000000001,0.0,1,1
488,8.0,2.0,0.0,1.0,-2.0,0.20999999999999996,0.45399999999999996,0.0,11.0,3.0,264.0,5.0,1.755737181,-0.15200000000000002,-2.0,1,1
489,2.0,-3.0,2.0,0.0,0.0,0.20899999999999996,0.332,0.0,7.0,4.0,166.0,2.0,0.15324095000000004,-0.122,-2.0,0,1
490,3.0,0.0,3.0,4.0,2.0,0.07599999999999996,0.18799999999999994,0.0,6.0,-3.0,87.0,2.0,2.667478441,0.047,-1.0,1,1
491,1.0,1.0,0.0,-1.0,-1.0,-0.11100000000000004,-0.07800000000000001,0.0,0.0,0.0,-25.0,1.0,0.219954665,-0.0050000000000000044,2.0,2,2
492,-3.0,-1.0,2.0,5.0,1.0,0.17700000000000005,0.38799999999999996,-1.0,9.0,1.0,171.0,3.0,2.760925866,0.10500000000000001,-1.0,1,1
493,1.0,0.0,0.0,2.0,-2.0,0.17399999999999993,0.35600000000000004,0.0,5.0,3.0,156.0,1.0,0.7482958020000002,-0.127,-1.0,1,1
494,0.0,2.0,-3.0,0.0,1.0,-0.17899999999999994,-0.37000000000000005,0.0,-2.0,-2.0,-204.0,1.0,-0.028410285000000007,-0.0050000000000000044,0.0,0,2
495,3.0,2.0,-4.0,2.0,-2.0,0.28600000000000003,0.38399999999999995,0.0,6.0,1.0,183.0,1.0,1.371851854,-0.06399999999999999,0.0,1,1
496,1.0,-1.0,-1.0,2.0,3.0,0.14100000000000001,0.28200000000000003,0.0,10.0,4.0,137.0,-1.0,0.42074187400000007,-0.137,-1.0,1,0
497,-1.0,1.0,-2.0,-1.0,1.0,-0.2310000000000001,-0.36600000000000005,0.0,-4.0,0.0,-164.0,-3.0,-0.70778808,0.032,1.0,2,2
498,4.0,1.0,0.0,1.0,-1.0,0.1499999999999999,0.28400000000000003,0.0,6.0,3.0,122.0,0.0,0.434555295,-0.006000000000000005,0.0,1,1
499,-3.0,2.0,-4.0,-1.0,1.0,-0.15300000000000002,-0.48,0.0,-9.0,-2.0,-256.0,-6.0,-1.924540184,-0.0020000000000000018,0.0,2,2
500,0.0,6.0,-8.0,1.0,-2.0,-0.20100000000000007,-0.476,0.0,-5.0,-1.0,-192.0,-3.0,-1.023990734,0.043999999999999984,-1.0,1,0
501,1.0,2.0,-2.0,1.0,2.0,-0.11099999999999999,-0.13599999999999995,0.0,0.0,-2.0,-58.0,1.0,0.46904314400000024,-0.069,0.0,1,0
502,-1.0,1.0,2.0,-1.0,-1.0,-0.007000000000000006,-0.11200000000000004,0.0,7.0,2.0,-52.0,2.0,-0.07321330140000004,-0.007000000000000006,0.0,2,1
503,7.0,-2.0,1.0,4.0,0.0,0.15600000000000003,0.40199999999999997,0.0,16.0,4.0,214.0,4.0,2.389866713,-0.035,-2.0,1,1
504,0.0,3.0,-5.0,0.0,3.0,0.134,0.19799999999999995,1.0,6.0,1.0,79.0,0.0,0.499455439,0.059,0.0,0,2
505,2.0,-1.0,0.0,0.0,1.0,0.264,0.42,0.0,7.0,3.0,216.0,1.0,1.063560556,-0.11800000000000001,0.0,0,1
506,1.0,1.0,-2.0,-1.0,-1.0,-0.132,-0.29400000000000004,0.0,-1.0,-4.0,-152.0,1.0,0.03792929400000011,0.09800000000000002,-1.0,2,2
507,2.0,0.0,1.0,-2.0,0.0,-0.07199999999999995,-0.184,0.0,-7.0,0.0,-95.0,-5.0,-1.2537440739999999,0.009000000000000008,-1.0,2,2
508,3.0,0.0,2.0,0.0,1.0,0.271,0.536,0.0,5.0,1.0,296.0,3.0,0.2623036129999999,0.02300000000000002,-1.0,0,0
509,-12.0,1.0,-2.0,-2.0,0.0,-0.16799999999999993,-0.432,0.0,-12.0,-5.0,-198.0,-1.0,-1.6870781799999999,0.08600000000000001,2.0,2,2
510,-1.0,3.0,-1.0,1.0,2.0,-0.18699999999999994,-0.43,0.0,-5.0,-1.0,-205.0,-2.0,-0.33077477199999994,0.07500000000000001,-1.0,1,1
511,-3.0,3.0,-2.0,0.0,0.0,-0.19799999999999995,-0.416,0.0,-9.0,-4.0,-215.0,-4.0,-0.42026157199999997,0.04100000000000001,1.0,0,2
512,0.0,0.0,5.0,2.0,-1.0,0.09499999999999997,0.30200000000000005,0.0,7.0,2.0,158.0,2.0,0.790346049,-0.077,0.0,1,1
513,-2.0,-1.0,-1.0,0.0,3.0,-0.08899999999999997,-0.20199999999999996,0.0,-5.0,-1.0,-114.0,-2.0,-0.3689987554999999,-0.020000000000000018,0.0,0,2
514,5.0,-1.0,2.0,3.0,1.0,0.11099999999999999,0.20399999999999996,0.0,15.0,5.0,92.0,3.0,2.849052618,0.01200000000000001,0.0,1,1
515,2.0,-2.0,2.0,4.0,1.0,0.09399999999999997,0.15599999999999997,0.0,8.0,0.0,65.0,2.0,2.464062545,-0.02700000000000001,1.0,1,1
516,0.0,4.0,-7.0,0.0,0.0,-0.22199999999999998,-0.42,0.0,-7.0,-2.0,-207.0,-2.0,-0.6565689539999999,0.021999999999999992,0.0,0,2
517,-5.0,1.0,0.0,1.0,0.0,-0.10100000000000009,-0.22399999999999998,1.0,-8.0,-3.0,-89.0,-2.0,-0.565092628,0.074,1.0,1,2
518,-4.0,0.0,0.0,-1.0,0.0,-0.2310000000000001,-0.37200000000000005,0.0,-8.0,-2.0,-194.0,-3.0,-0.7723929505,0.12600000000000003,-1.0,2,2
519,1.0,2.0,-3.0,2.0,-3.0,0.05599999999999994,0.186,0.0,7.0,1.0,93.0,2.0,1.2055337247,0.017000000000000015,-2.0,1,1
520,-1.0,-1.0,-1.0,-2.0,-4.0,-0.16200000000000003,-0.336,0.0,-5.0,0.0,-151.0,0.0,-1.5467143349999999,0.064,3.0,2,2
521,-1.0,-2.0,4.0,2.0,3.0,0.04999999999999993,0.08200000000000002,0.0,4.0,1.0,40.0,1.0,1.188496799,-0.054000000000000006,-1.0,1,1
522,3.0,-2.0,1.0,2.0,0.0,0.18900000000000006,0.46599999999999997,0.0,7.0,4.0,260.0,-1.0,1.3190531540000001,-0.06899999999999999,-1.0,1,1
523,5.0,1.0,-3.0,1.0,-1.0,0.21599999999999997,0.45999999999999996,0.0,6.0,3.0,233.0,0.0,-0.17151444000000016,-0.077,0.0,1,1
524,3.0,3.0,-5.0,-2.0,-2.0,-0.125,-0.32,0.0,3.0,0.0,-155.0,1.0,-1.8940607560000005,-0.07100000000000001,2.0,2,2
525,-2.0,1.0,3.0,0.0,0.0,-0.22799999999999998,-0.526,0.0,3.0,1.0,-297.0,3.0,-0.23568295099999992,0.098,1.0,0,0
526,9.0,-1.0,1.0,3.0,3.0,0.136,0.38799999999999996,0.0,9.0,2.0,199.0,1.0,2.335772589,-0.132,0.0,1,1
527,0.0,4.0,-4.0,-1.0,0.0,-0.09599999999999997,-0.22399999999999998,0.0,6.0,4.0,-118.0,2.0,0.7124974295,0.068,2.0,2,0
528,-2.0,5.0,-5.0,1.0,0.0,-0.17599999999999993,-0.40599999999999997,0.0,0.0,1.0,-217.0,0.0,0.539201299,-0.049999999999999996,-1.0,1,1
529,-1.0,0.0,-1.0,1.0,0.0,-0.12,-0.21799999999999997,0.0,0.0,-2.0,-100.0,1.0,0.4817771810000001,0.034999999999999996,-2.0,1,1
530,-4.0,0.0,0.0,2.0,1.0,-0.06899999999999995,-0.068,0.0,-1.0,-1.0,-35.0,-1.0,1.038019924,0.187,-1.0,1,1
531,2.0,-3.0,3.0,0.0,0.0,0.14600000000000002,0.37599999999999995,0.0,6.0,4.0,195.0,3.0,0.8202702389999998,0.028999999999999984,0.0,0,1
532,1.0,-2.0,-2.0,0.0,2.0,0.22099999999999997,0.30400000000000005,0.0,7.0,-2.0,150.0,2.0,0.6221008330000001,-0.0010000000000000009,-1.0,0,0
533,-3.0,3.0,-2.0,-1.0,1.0,-0.08900000000000008,-0.13199999999999995,0.0,-3.0,2.0,-57.0,-3.0,-1.007826789,0.024999999999999994,1.0,2,0
534,4.0,-4.0,5.0,1.0,2.0,0.06999999999999995,0.252,0.0,6.0,2.0,117.0,1.0,0.8694189535,0.021999999999999992,-1.0,1,1
535,6.0,-1.0,1.0,0.0,3.0,0.16699999999999993,0.30600000000000005,0.0,6.0,1.0,139.0,4.0,0.6247672369999999,0.08499999999999999,-1.0,0,1
536,-2.0,0.0,-2.0,0.0,-1.0,-0.10799999999999998,-0.33,0.0,1.0,-5.0,-162.0,4.0,0.6901093359999999,0.12400000000000001,0.0,0,0
537,4.0,-1.0,3.0,1.0,1.0,0.19799999999999995,0.432,0.0,5.0,0.0,208.0,2.0,0.75072808,-0.0010000000000000009,-2.0,1,1
538,-2.0,0.0,-1.0,1.0,1.0,0.06299999999999994,0.11200000000000004,0.0,-2.0,-2.0,54.0,-4.0,-0.10219944599999992,-0.025999999999999995,0.0,1,2
539,4.0,2.0,-4.0,0.0,-3.0,0.09199999999999997,0.27,0.0,5.0,4.0,134.0,0.0,0.12852217999999999,-0.047,1.0,0,1
540,6.0,-3.0,7.0,0.0,3.0,0.22099999999999997,0.46599999999999997,0.0,5.0,1.0,207.0,2.0,0.163882719,-0.037000000000000005,-3.0,0,1
541,1.0,-1.0,2.0,1.0,3.0,0.138,0.322,0.0,3.0,1.0,166.0,0.0,0.896354116,0.011999999999999983,-1.0,1,1
542,2.0,1.0,0.0,1.0,-3.0,-0.04999999999999993,-0.09600000000000003,0.0,9.0,1.0,-46.0,1.0,1.2024863920000002,0.186,-1.0,1,0
543,-2.0,0.0,-3.0,-1.0,0.0,-0.08499999999999996,-0.29000000000000004,0.0,4.0,2.0,-144.0,-1.0,0.5229482560000001,0.031,0.0,2,2
544,-1.0,2.0,1.0,0.0,0.0,-0.07399999999999995,-0.18,0.0,1.0,0.0,-87.0,-1.0,-0.06431045999999996,0.022999999999999993,1.0,0,0
545,1.0,-5.0,6.0,2.0,5.0,-0.007000000000000006,-0.02400000000000002,0.0,4.0,2.0,-12.0,3.0,0.09472267099999998,-0.05700000000000001,0.0,1,1
546,2.0,-5.0,4.0,3.0,0.0,0.06799999999999995,0.15199999999999997,0.0,8.0,2.0,84.0,3.0,1.7578506780000005,-0.0030000000000000027,0.0,1,1
547,-4.0,4.0,-3.0,-2.0,2.0,-0.13,-0.34400000000000003,0.0,-4.0,0.0,-183.0,-3.0,-0.573837124,-0.059,0.0,2,2
548,1.0,-1.0,-2.0,-3.0,-2.0,-0.06999999999999995,-0.21599999999999997,0.0,0.0,1.0,-92.0,0.0,-1.588419292,0.08600000000000001,2.0,2,2
549,2.0,0.0,1.0,0.0,2.0,-0.007000000000000006,-0.03600000000000003,0.0,6.0,0.0,-18.0,1.0,0.674126869,0.024999999999999994,-2.0,0,1
550,2.0,1.0,-1.0,0.0,-2.0,-0.11399999999999999,-0.18,1.0,2.0,0.0,-89.0,-1.0,-0.8452866779999999,0.0010000000000000009,-1.0,0,1
551,5.0,-2.0,-1.0,2.0,3.0,0.139,0.40199999999999997,0.0,3.0,1.0,209.0,2.0,0.4022433180000001,-0.016999999999999987,0.0,1,1
552,-2.0,-2.0,0.0,-3.0,-2.0,-0.239,-0.5,0.0,-10.0,-1.0,-261.0,-3.0,-1.454890937,0.061,1.0,2,2
553,-2.0,3.0,-3.0,1.0,2.0,-0.14800000000000002,-0.40599999999999997,0.0,2.0,1.0,-210.0,-2.0,0.5481985730000001,0.066,1.0,1,2
554,0.0,0.0,0.0,1.0,0.0,0.20199999999999996,0.35400000000000004,0.0,8.0,2.0,168.0,0.0,1.614007513,-0.09899999999999999,-2.0,1,0
555,0.0,-2.0,0.0,0.0,2.0,0.09899999999999998,0.266,1.0,6.0,0.0,128.0,5.0,2.231185858000001,-0.14500000000000002,1.0,0,0
556,-4.0,1.0,-1.0,0.0,0.0,-0.17100000000000004,-0.38199999999999995,0.0,-3.0,-2.0,-228.0,-1.0,0.003711332000000178,0.04899999999999999,-2.0,0,1
557,-1.0,0.0,0.0,1.0,-4.0,-0.129,-0.36400000000000005,0.0,-3.0,-3.0,-170.0,1.0,-0.6569592115,-0.025999999999999995,1.0,1,1
558,-1.0,1.0,0.0,1.0,1.0,0.04400000000000004,0.248,0.0,0.0,1.0,133.0,-1.0,0.45121524199999996,-0.08100000000000002,-2.0,1,1
559,2.0,0.0,0.0,-3.0,0.0,-0.18800000000000006,-0.52,0.0,-3.0,-2.0,-319.0,0.0,-0.429198675,-0.0040000000000000036,0.0,2,2
560,7.0,-1.0,-1.0,0.0,-3.0,0.251,0.408,0.0,11.0,5.0,171.0,0.0,1.0810552109999998,-0.069,0.0,0,0
561,-4.0,0.0,0.0,0.0,0.0,-0.07099999999999995,-0.176,0.0,-5.0,-3.0,-94.0,-3.0,-1.035115795,0.022999999999999993,-1.0,0,1
562,-2.0,-5.0,8.0,0.0,4.0,0.18999999999999995,0.38999999999999996,0.0,5.0,1.0,181.0,2.0,0.19365612899999995,0.006999999999999992,1.0,0,1
563,-1.0,0.0,2.0,1.0,-5.0,0.17799999999999994,0.36600000000000005,0.0,-1.0,-2.0,153.0,1.0,0.43529289899999996,0.033,1.0,1,1
564,2.0,-1.0,2.0,0.0,1.0,0.139,0.33,0.0,8.0,3.0,164.0,1.0,-0.362825155,0.024999999999999994,-1.0,0,0
565,-4.0,-2.0,2.0,1.0,0.0,0.17400000000000004,0.324,0.0,6.0,4.0,148.0,1.0,0.65672493,-0.035999999999999976,-1.0,1,1
566,-7.0,2.0,-5.0,0.0,-2.0,-0.05999999999999994,-0.22799999999999998,0.0,0.0,-1.0,-112.0,-1.0,-0.39503837399999997,0.012999999999999984,0.0,0,2
567,1.0,1.0,2.0,0.0,1.0,0.10299999999999998,0.29200000000000004,0.0,2.0,-1.0,142.0,2.0,0.10129867599999998,-0.171,-1.0,0,1
568,1.0,-1.0,1.0,-1.0,-1.0,0.14100000000000001,0.324,0.0,3.0,0.0,180.0,-1.0,-0.2315560620000001,0.001999999999999988,-1.0,2,0
569,-2.0,0.0,-5.0,-1.0,1.0,-0.28,-0.51,0.0,-4.0,-1.0,-262.0,1.0,-0.5088476370000001,0.06799999999999999,1.0,2,2
570,0.0,-3.0,7.0,-1.0,2.0,-0.08399999999999996,-0.268,0.0,6.0,2.0,-137.0,2.0,-0.3442565110000001,0.09600000000000002,0.0,2,0
571,0.0,2.0,-2.0,0.0,0.0,-0.17999999999999994,-0.322,1.0,-5.0,1.0,-134.0,0.0,-0.505830731,0.09200000000000003,0.0,0,2
572,4.0,0.0,1.0,3.0,1.0,0.17899999999999994,0.316,0.0,10.0,5.0,170.0,1.0,1.512624925,-0.07100000000000001,-1.0,1,1
573,2.0,-3.0,4.0,1.0,-1.0,0.07299999999999995,0.10400000000000004,0.0,2.0,-1.0,45.0,1.0,1.0361141849999997,-0.124,1.0,1,1
574,6.0,0.0,1.0,0.0,1.0,0.21600000000000008,0.40399999999999997,0.0,13.0,5.0,181.0,7.0,0.9659322240000001,0.0010000000000000009,-2.0,0,1
575,2.0,0.0,4.0,0.0,-4.0,0.11599999999999999,0.27,0.0,10.0,5.0,127.0,4.0,0.855682595,0.085,-1.0,0,1
576,-1.0,2.0,-1.0,0.0,2.0,-0.08399999999999996,-0.15199999999999997,0.0,-3.0,-2.0,-64.0,-1.0,-0.05717016899999999,0.02099999999999999,0.0,0,2
577,4.0,-3.0,2.0,1.0,-6.0,0.14500000000000002,0.22799999999999998,0.0,3.0,2.0,108.0,-2.0,-0.013834020000000002,-0.06100000000000001,-1.0,1,1
578,-3.0,-3.0,2.0,1.0,-5.0,0.10299999999999998,0.13199999999999995,0.0,5.0,3.0,56.0,0.0,1.495249174,0.034,0.0,1,1
579,-1.0,1.0,-1.0,-1.0,4.0,-0.10200000000000009,-0.29200000000000004,0.0,-1.0,0.0,-159.0,-2.0,-0.18165499200000002,0.012999999999999998,1.0,2,2
580,1.0,0.0,4.0,-1.0,3.0,-0.18600000000000005,-0.278,0.0,-4.0,0.0,-115.0,0.0,-1.0659809199999999,-0.043000000000000003,-1.0,2,2
581,6.0,1.0,-3.0,1.0,-1.0,0.27,0.46599999999999997,0.0,14.0,7.0,214.0,1.0,1.483325726,-0.064,-1.0,1,1
582,2.0,0.0,0.0,0.0,0.0,-0.124,-0.29200000000000004,0.0,0.0,1.0,-161.0,1.0,0.034785202,0.036000000000000004,0.0,0,2
583,1.0,1.0,3.0,0.0,2.0,0.15000000000000002,0.16199999999999998,0.0,3.0,-1.0,79.0,3.0,0.33298558500000003,-0.15899999999999997,-1.0,0,0
584,1.0,1.0,2.0,-1.0,-2.0,0.06499999999999995,0.11200000000000004,0.0,-1.0,1.0,49.0,0.0,-0.24777508900000006,-0.067,-1.0,2,2
585,-2.0,1.0,-4.0,-1.0,2.0,-0.129,-0.22199999999999998,0.0,-5.0,-1.0,-114.0,0.0,-1.1234759785,0.006999999999999999,1.0,2,2
586,0.0,1.0,0.0,0.0,-1.0,0.131,0.174,0.0,7.0,1.0,89.0,2.0,0.19255660800000002,-0.14400000000000002,0.0,0,1
587,0.0,2.0,-2.0,-1.0,0.0,-0.01100000000000001,-0.040000000000000036,0.0,-11.0,-6.0,-18.0,-2.0,-0.8819753339999999,-0.09300000000000003,-2.0,2,2
588,1.0,-2.0,0.0,0.0,-1.0,0.21000000000000008,0.45199999999999996,0.0,0.0,0.0,183.0,1.0,0.20669325500000002,-0.007999999999999993,0.0,0,1
589,-3.0,8.0,-11.0,-2.0,5.0,-0.16799999999999993,-0.12200000000000005,0.0,-2.0,0.0,-56.0,-1.0,-0.588195331,-0.05399999999999999,0.0,2,2
590,4.0,-1.0,1.0,0.0,-1.0,0.14800000000000002,0.414,0.0,11.0,5.0,196.0,5.0,1.492339002,-0.064,-2.0,0,1
591,0.0,-4.0,3.0,2.0,1.0,0.19599999999999995,0.36600000000000005,0.0,5.0,-1.0,161.0,1.0,0.797069,-0.03799999999999999,-2.0,1,1
592,4.0,-3.0,0.0,2.0,3.0,0.11599999999999999,0.186,0.0,8.0,4.0,75.0,-1.0,1.15802217,-0.012999999999999998,0.0,1,1
593,8.0,-3.0,5.0,0.0,0.0,0.137,0.37400000000000005,0.0,5.0,2.0,187.0,1.0,0.04063344099999999,-0.147,1.0,0,1
594,0.0,3.0,-2.0,1.0,0.0,0.1140000000000001,0.22399999999999998,0.0,5.0,0.0,100.0,2.0,-0.17660597099999986,-0.05600000000000001,-1.0,1,1
595,1.0,1.0,-2.0,-1.0,3.0,-0.18100000000000005,-0.14599999999999996,0.0,-6.0,0.0,-69.0,-3.0,-0.529662802,-0.016,0.0,2,2
596,5.0,-2.0,1.0,1.0,3.0,0.119,0.19799999999999995,0.0,7.0,3.0,88.0,1.0,0.4936051949999999,-0.08000000000000002,1.0,1,1
597,-3.0,1.0,4.0,-1.0,0.0,-0.07500000000000007,-0.22799999999999998,0.0,-4.0,-3.0,-94.0,-1.0,-0.10879887050000009,-0.029999999999999992,0.0,2,2
598,1.0,0.0,-1.0,0.0,3.0,-0.14800000000000002,-0.19399999999999995,0.0,1.0,1.0,-81.0,-2.0,-0.028560223999999912,0.05300000000000002,0.0,0,2
599,4.0,-2.0,1.0,1.0,-1.0,0.16299999999999992,0.28,0.0,5.0,0.0,146.0,4.0,0.045941513000000045,-0.128,-2.0,1,1
600,0.0,-3.0,4.0,0.0,1.0,0.03300000000000003,-0.03200000000000003,0.0,4.0,1.0,-13.0,3.0,0.6360263270000001,-0.0010000000000000009,-1.0,0,0
601,3.0,0.0,-1.0,-1.0,-3.0,0.135,0.278,0.0,12.0,3.0,143.0,4.0,0.41701116699999996,-0.001999999999999988,0.0,2,1
602,7.0,-4.0,6.0,2.0,-1.0,0.14300000000000002,0.324,0.0,12.0,2.0,184.0,4.0,1.459162888,0.04000000000000001,0.0,1,1
603,-3.0,1.0,-1.0,-3.0,-1.0,-0.09599999999999997,-0.14199999999999996,0.0,-7.0,-1.0,-81.0,-3.0,-1.575705782,-0.096,1.0,2,2
604,3.0,-3.0,4.0,-3.0,1.0,-0.016000000000000014,0.062000000000000055,0.0,-2.0,3.0,31.0,-1.0,-0.9741843929999999,0.066,0.0,2,2
605,4.0,1.0,2.0,1.0,0.0,0.0030000000000000027,0.09000000000000002,0.0,1.0,0.0,40.0,1.0,0.09655028450000003,0.05899999999999998,-2.0,1,0
606,1.0,3.0,1.0,0.0,1.0,0.015000000000000013,0.03200000000000003,0.0,-2.0,0.0,16.0,-1.0,0.02385678499999988,-0.108,0.0,0,1
607,1.0,3.0,-2.0,0.0,-3.0,-0.16799999999999993,-0.20399999999999996,0.0,-3.0,2.0,-109.0,-1.0,-0.26107247200000006,0.095,0.0,0,2
608,-1.0,2.0,-1.0,-1.0,1.0,-0.09399999999999997,-0.248,0.0,-3.0,-2.0,-116.0,-3.0,0.2179533656,-0.033,2.0,2,2
609,-2.0,1.0,1.0,0.0,1.0,0.09199999999999997,0.09200000000000003,0.0,7.0,4.0,45.0,0.0,-0.004671862999999887,-0.031000000000000014,0.0,0,1
610,2.0,-2.0,2.0,0.0,-1.0,0.15999999999999992,0.252,0.0,2.0,1.0,142.0,1.0,0.5141135285,0.049,0.0,0,0
611,-2.0,-2.0,1.0,0.0,0.0,0.14900000000000002,0.186,0.0,4.0,-2.0,110.0,0.0,0.11254061000000001,0.010999999999999996,-1.0,0,0
612,4.0,0.0,2.0,0.0,0.0,-0.014000000000000012,0.09200000000000003,0.0,2.0,1.0,49.0,1.0,0.06305449400000002,-0.017,1.0,0,0
613,1.0,-3.0,7.0,0.0,-3.0,0.07999999999999996,0.14999999999999997,0.0,-1.0,0.0,62.0,0.0,0.0037687359999999392,0.03,0.0,0,0
614,-2.0,-1.0,-1.0,0.0,-1.0,-0.14200000000000002,-0.12200000000000005,0.0,3.0,3.0,-62.0,0.0,0.191324886,0.052000000000000005,-1.0,0,2
